,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,fall
0,,,,,,,
1,0.03836930455635468,0.050359712230215514,0.07434052757793808,0.013844515441959498,0.007454739084132023,0.0181043663471779,0.0
2,0.057553956834532016,0.014388489208633448,0.06235011990407635,0.015974440894568703,0.007454739084132078,0.0212992545260915,0.0
3,0.01438848920863478,0.00959232613908867,0.06714628297362157,0.0191693290734824,0.007454739084132106,0.0191693290734824,0.0
4,0.002398081534771279,-0.035971223021582954,0.04556354916067118,0.023429179978700802,0.0095846645367412,0.021299254526091597,0.0
5,0.07673860911270936,-0.1390887290167866,0.057553956834532016,0.0191693290734823,0.008519701810436597,0.015974440894568696,0.0
6,0.1462829736211031,-0.13908872901678615,0.09352517985611541,0.0223642172523962,0.0063897763578275035,0.015974440894568703,0.0
7,0.04796163069544335,-0.1582733812949646,0.12709832134292576,0.020234291799787,0.0063897763578275035,0.008519701810436597,0.0
8,-0.01918465227817734,-0.11510791366906448,0.07913669064748197,0.019169329073482407,0.0063897763578273925,0.008519701810436611,0.0
9,0.011990407673861725,-0.11270983213429253,0.151079136690647,0.017039403620873292,0.0010649627263046024,0.0031948881789137934,0.0
10,0.18465227817745777,-0.184652278177458,0.10551558752997625,0.01277955271565491,-0.0031948881789136963,0.005324813631522901,0.0
11,0.21342925659472378,-0.20383693045563578,0.12230215827338142,0.008519701810436695,-0.005324813631522901,0.002129925452609094,0.0
12,0.13429256594724315,-0.1438848920863307,0.15107913669064743,0.007454739084131995,-0.011714589989350405,0.0,0.0
13,0.14388489208633093,-0.14388489208633093,0.12470023980815359,0.004259850905218299,-0.0191693290734824,-0.002129925452609094,0.0
14,0.1750599520383691,-0.1294964028776978,0.10551558752997581,0.004259850905218299,-0.02342917997870078,-0.005324813631522901,0.0
15,0.09592326139088758,-0.043165467625899234,0.045563549160671624,0.0031948881789138073,-0.028753993610223613,-0.011714589989350405,0.0
16,-0.009592326139089558,-0.062350119904076795,-0.05515587529976029,0.00638977635782749,-0.03194888178913741,-0.01171458998935039,0.0
17,-0.04556354916067118,-0.033573141486810565,-0.13429256594724226,0.0,-0.027689030883919094,-0.011714589989350307,0.0
18,-0.01918465227817734,-0.11510791366906475,-0.2086330935251799,0.004259850905218299,-0.021299254526091597,-0.013844515441959596,0.0
19,-0.08393285371702675,-0.13189448441247004,-0.2158273381294964,0.004259850905218299,-0.015974440894568603,-0.018104366347177804,0.0
20,-0.059952038369304184,-0.09832134292565947,-0.21822541966426856,0.003194888178913724,-0.0106496272630458,-0.023429179978700795,0.0
21,0.00959232613908867,-0.1654676258992806,-0.20863309352517945,0.0010649627263045747,0.0,-0.028753993610223502,0.0
22,-0.11031175059952059,-0.0191846522781774,-0.1318944844124701,-0.005324813631522873,0.008519701810436603,-0.0351437699680511,0.0
23,-0.31654676258992787,0.11990407673860909,-0.0431654676258999,-0.00638977635782742,0.013844515441959495,-0.033013844515442,0.0
24,-0.14388489208633004,0.23980815347721818,-0.1390887290167857,-0.009584664536741297,0.0181043663471779,-0.027689030883919094,0.0
25,0.05275779376498768,0.12709832134292576,-0.057553956834532904,-0.010649627263045802,0.02023429179978701,-0.02129925452609159,0.0
26,-0.03357314148681034,0.09832134292565942,0.08153477218225458,-0.010649627263045788,0.020234291799786988,-0.014909478168264101,0.0
27,-0.05755395683453379,0.11990407673860914,0.031175059952038175,-0.010649627263045802,0.0244941427050053,-0.011714589989350405,0.0
28,-0.06474820143884763,0.15587529976019188,0.04796163069544335,-0.010649627263045705,0.025559105431309917,-0.012779552715654896,0.0
29,-0.06235011990407813,0.17505995203836933,0.08153477218225369,-0.007454739084132092,0.024494142705005384,-0.010649627263045802,0.0
30,-0.06474820143884763,0.11750599520383687,0.08153477218225458,-0.009584664536741207,0.025559105431309903,-0.0063897763578275035,0.0
31,-0.05275779376498768,0.07194244604316546,0.06954436450839374,-0.006389776357827497,0.020234291799787002,-0.004259850905218299,0.0
32,-0.0647482014388494,0.10311750599520386,0.08393285371702586,-0.005324813631522901,0.022364217252396096,-0.005324813631522901,0.0
33,0.01918465227817734,0.08633093525179869,0.10311750599520408,-0.004259850905218299,0.020234291799787002,-0.007454739084131995,0.0
34,0.17026378896882477,0.00959232613908867,0.08872901678657108,-0.0063897763578275035,0.01916932907348251,-0.005324813631522901,0.0
35,0.1894484412470021,-0.028776978417266452,0.10311750599520408,-0.0010649627263046024,0.01810436634717777,-0.014909478168264101,0.0
36,0.014388489208633004,0.07673860911271002,0.17745803357314127,-0.005324813631522894,0.018104366347177936,-0.018104366347177908,0.0
37,-0.03357314148681034,0.17505995203836933,0.11510791366906492,-0.007454739084132002,0.01810436634717777,-0.015974440894568703,0.0
38,0.0503597122302164,0.22781774580335723,0.11750599520383664,-0.005324813631522901,0.013844515441959526,-0.011714589989350377,0.0
39,0.014388489208633004,0.17985611510791366,0.15347721822541915,-0.0042598509052183,0.007454739084132078,-0.007454739084132023,0.0
40,-0.004796163069544335,0.20143884892086295,0.1342925659472427,-0.005324813631522899,0.005324813631522929,-0.002129925452609205,0.0
41,0.11990407673860837,0.11510791366906536,0.08153477218225413,-0.005324813631522899,0.0063897763578275035,-0.0010649627263045747,0.0
42,0.1007194244604328,0.12949640287769748,0.08872901678657108,0.0,0.005324813631522873,0.0,0.0
43,-0.04556354916067207,0.15827338129496438,0.06474820143884807,-0.0021299254526092005,0.004259850905218299,0.004259850905218299,0.0
