oldindex,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,fall
71,-0.671462829736211,0.36211031175059993,-0.7266187050359711,-0.093716719914803,-0.09797657082002137,0.1522896698615548,0.0
72,-0.9976019184652278,-0.630695443645084,-0.20863309352518122,-0.055378061767838105,-0.059637912673056404,0.1789137380191693,0.0
73,-1.237410071942446,-1.8081534772182257,0.2541966426858515,-0.03620873269435568,-0.058572949946751884,0.16506922257720982,0.0
74,-1.4076738609112711,-2.695443645083933,0.8009592326139092,-0.030883919062832832,-0.07135250266240684,0.11288604898828547,0.0
75,-1.4388489208633097,-2.8944844124700246,0.5395683453237412,-0.035143769968051075,-0.1171458998935038,-0.0010649627263045747,0.0
76,-1.347721822541966,-2.131894484412469,-0.22302158273381334,-0.06389776357827481,-0.1480298189563365,-0.10969116080937169,0.0
77,-0.7625899280575537,-1.1726618705035978,-0.5995203836930454,-0.0830670926517571,-0.13525026624068148,-0.18104366347177853,0.0
78,0.6019184652278176,-0.26618705035971235,-0.8537170263788969,-0.10436634717784882,-0.1235356762513312,-0.215122470713525,0.0
79,1.0,0.9040767386091133,-0.8609112709832125,-0.11821086261980829,-0.11927582534611289,-0.23535676251331197,0.0
80,0.028776978417266008,2.0191846522781773,-0.6690647482014391,-0.10862619808306717,-0.10649627263045791,-0.2119275825346113,0.0
81,-0.6450839328537175,2.45083932853717,-0.3573141486810556,-0.07348242811501593,-0.08732694355697557,-0.13631522896698622,0.0
82,-0.6522781774580331,2.26378896882494,0.2422062350119898,-0.03301384451544209,-0.0638977635782747,-0.0425985090521831,0.0
83,-0.261390887290168,1.7865707434052758,0.2398081534772185,0.007454739084132189,-0.07880724174653897,0.020234291799786974,0.0
84,-0.3429256594724217,1.4676258992805753,0.12709832134292576,0.050053248136315176,-0.08732694355697546,0.057507987220447254,0.0
85,-0.4172661870503598,1.050359712230216,0.2973621103117523,0.08626198083067094,-0.07987220447284349,0.10543130990415339,0.0
86,-0.33093525179856176,0.47961630695443613,0.3717026378896868,0.11501597444089462,-0.07880724174653886,0.13418530351437696,0.0
87,-0.023980815347721673,0.09352517985611541,0.27338129496402885,0.13738019169329074,-0.07561235356762519,0.13951011714589992,0.0
88,0.2637889688249402,-0.09832134292565975,0.34772182254196693,0.1512247071352502,-0.0638977635782747,0.1309904153354633,0.0
89,0.7601918465227815,-0.45083932853716924,0.14868105515587438,0.16080937167199152,-0.055378061767838105,0.1341853035143769,0.0
90,0.9616306954436453,-0.8153477218225427,-0.14388489208633004,0.1597444089456869,-0.04792332268370614,0.11927582534611289,0.0
91,0.8249400479616309,-1.0047961630695443,-0.2254196642685855,0.1395101171458998,-0.03088391906283272,0.09265175718849838,0.0
92,0.7434052757793763,-1.023980815347722,-0.10791366906474842,0.11395101171458999,-0.0010649627263046302,0.05857294994675194,0.0
93,0.5611510791366907,-0.8393285371702638,0.28776978417266186,0.08413205537806182,0.021299254526091715,0.023429179978700698,0.0
94,0.5059952038369304,-0.7937649880095923,0.23501199040767418,0.05750798722044731,0.017039403620873195,-0.002129925452609205,0.0
95,0.4868105515587531,-0.6498800959232616,0.31654676258992787,0.038338658146964855,0.03088391906283272,-0.027689030883918997,0.0
96,0.42206235011990456,-0.3357314148681054,0.5467625899280577,0.021299254526091604,0.04046858359957439,-0.04579339723109693,0.0
97,0.4436450839328532,-0.22062350119904073,0.534772182254196,0.010649627263045747,0.02555910543130957,-0.048988285410010685,0.0
98,0.3573141486810554,-0.24940047961630674,0.5875299760191846,0.004259850905218354,0.021299254526091715,-0.045793397231096905,0.0
99,0.41966426858513173,-0.35011990407673865,0.7218225419664268,0.0010649627263045192,0.021299254526091493,-0.05218317358892438,0.0
100,0.11270983213429253,-0.1486810551558757,0.537170263788969,-0.0010649627263045192,-0.0010649627263046302,-0.07667731629392971,0.0
101,0.1630695443645085,0.17505995203836955,0.20143884892086383,-0.0010649627263045747,-0.0010649627263046302,-0.0862619808306708,0.0
102,0.3980815347721822,0.34772182254196626,0.3357314148681043,-0.002129925452609205,0.004259850905218299,-0.07348242811501599,0.0
103,0.5707434052757794,0.2997601918465229,0.019184652278178227,0.004259850905218299,-0.012779552715654896,-0.0638977635782748,0.0
104,0.4052757793764988,0.3597122302158273,-0.41966426858513195,0.010649627263045802,-0.021299254526091493,-0.055378061767838105,0.0
105,0.26378896882494,0.31894484412470026,-0.6570743405275774,0.012779552715655007,-0.006389776357827559,-0.048988285410010685,0.0
106,0.44124700239808157,0.23501199040767384,-0.7577937649880102,0.021299254526091493,0.015974440894568787,-0.0383386581469648,0.0
107,0.6282973621103118,0.23501199040767384,-0.7913669064748197,0.020234291799787085,0.03407880724174639,-0.041533546325878634,0.0
108,0.964028776978417,0.2541966426858514,-0.9520383693045567,0.018104366347177825,0.04472843450479247,-0.04472843450479236,0.0
109,1.088729016786571,0.34292565947242204,-1.103117505995204,0.012779552715654952,0.059637912673056404,-0.0447284345047923,0.0
110,0.8705035971223021,0.4196642685851319,-1.2398081534772185,0.0031948881789137795,0.06176783812566555,-0.033013844515441926,0.0
111,0.4220623501199041,0.24940047961630696,-1.489208633093524,-0.008519701810436708,0.08306709265175727,-0.015974440894568676,0.0
112,-0.32374100719424437,0.0695443645083933,-1.3669064748201443,-0.022364217252396124,0.10436634717784876,-0.00425985090521841,0.0
113,-1.0671462829736216,-0.031175059952038398,-1.5899280575539567,-0.036208732694355705,0.12460063897763574,0.0010649627263045747,0.0
114,-0.5587529976019185,-0.05995203836930452,-1.8968824940047977,-0.05431309904153353,0.15974440894568698,-0.0010649627263045747,0.0
115,-1.342925659472422,-0.07434052757793763,-1.6690647482014391,-0.06283280085197018,0.1821086261980831,0.0,0.0
116,-4.798561151079137,-0.03597122302158273,-1.508393285371696,-0.06709265175718848,0.18956336528221499,0.014909478168264101,0.0
117,-5.719424460431655,-0.20383693045563556,-1.6091127098321394,-0.07241746538871141,0.2417465388711395,0.036208732694355705,0.0
118,-3.1270983213429258,-0.4412470023980815,-1.606714628297361,-0.0798722044728435,0.3077742279020236,0.030883919062832887,0.0
119,-4.371702637889689,-0.1462829736211031,-0.6378896882494054,-0.0777422790202343,0.33333333333333326,0.010649627263045802,0.0
120,-5.093525179856115,-0.26378896882494,0.10791366906474664,-0.0766773162939296,0.34398296059637923,0.036208732694355594,0.0
121,0.4652278177458058,-0.42685851318944845,0.769784172661879,-0.0681576144834931,0.4313099041533546,0.03194888178913741,0.0
122,3.6954436450839303,0.22781774580335734,3.896882494004796,-0.05431309904153349,0.49307774227902,-0.009584664536741228,0.0
123,0.6642685851318966,0.2829736211031175,2.9448441247002357,-0.012779552715655007,0.2598509052183178,0.009584664536741228,0.0
124,0.03836930455635468,-0.5851318944844125,0.25179856115107846,0.023429179978700698,0.14909478168264112,0.04579339723109699,0.0
125,1.8609112709832125,-0.9160671462829738,2.035971223021585,0.0351437699680512,0.27582534611288567,-0.00425985090521841,0.0
126,2.707434052757792,-0.2925659472422062,3.37410071942446,0.0394036208732694,0.21725239616613434,-0.10010649627263046,0.0
127,1.1870503597122326,0.4700239808153479,1.5131894484412474,0.04579339723109689,0.03301384451544198,-0.12140575079872207,0.0
128,-1.3069544364508392,0.3189448441247005,0.9496402877697836,0.0404685835995739,0.0,-0.07028753993610215,0.0
129,-2.7649880095923294,0.06714628297362069,1.5899280575539567,0.0425985090521832,0.009584664536741005,-0.04685835995740151,0.0
130,-2.472422062350118,0.47482014388489213,1.2494004796163072,0.036208732694355705,-0.0447284345047918,-0.06815761448349311,0.0
131,-1.0911270983213441,1.2158273381294964,2.1966426858513186,0.028753993610223696,-0.04685835995740195,-0.07135250266240678,0.0
132,0.4100719424460415,1.8800959232613907,3.5707434052757794,0.05644302449414269,-0.07028753993610248,-0.04153354632587858,0.0
133,2.1774580335731457,1.5683453237410077,2.6450839328537166,0.0851970181043663,-0.19808306709265144,0.059637912673056404,0.0
134,2.707434052757792,0.6546762589928052,1.877697841726619,0.09904153354632589,-0.2886048988285408,0.1405750798722044,0.0
135,1.9520383693045549,0.36930455635491644,1.2589928057553958,0.11075612353567632,-0.35143769968051153,0.12992545260915878,0.0
136,1.6235011990407688,0.45563549160671446,-0.3645083932853721,0.11608093716719908,-0.4078807241746538,0.12460063897763579,0.0
137,1.3453237410071957,0.06235011990407635,-0.7913669064748197,0.11288604898828547,-0.37912673056443014,0.1629392971246006,0.0
138,1.5899280575539567,-0.3956834532374094,-1.117505995203837,0.10330138445154413,-0.356762513312034,0.167199148029819,0.0
139,1.258992805755395,-0.450839328537171,-0.7338129496402881,0.07987220447284349,-0.3354632587859425,0.14164004259850901,0.0
140,1.3717026378896886,-0.7194244604316542,-0.9232613908872902,0.06922257720979763,-0.33972310969116093,0.1363152289669861,0.0
141,1.275779376498801,-1.0455635491606716,-1.1223021582733812,0.057507987220447254,-0.3152289669861554,0.12140575079872212,0.0
142,0.906474820143885,-0.9904076738609111,-1.4820143884892085,0.03727369542066028,-0.2949946751863685,0.07241746538871136,0.0
143,0.3213429256594724,-0.7482014388489209,-1.5515587529976023,0.025559105431310014,-0.24281150159744402,0.03194888178913741,0.0
144,-0.2565947242206237,-0.513189448441247,-1.0911270983213426,0.012779552715654896,-0.18423855165069225,0.02449414270500533,0.0
145,-1.0023980815347724,-0.6690647482014389,-1.1942446043165469,0.004259850905218299,-0.1522896698615548,0.024494142705005273,0.0
146,0.18225419664268605,-1.5899280575539572,-0.8992805755395681,-0.004259850905218299,-0.09052183173588924,0.03301384451544198,0.0
147,0.6498800959232613,-0.7458033573141483,-1.1247002398081536,-0.028753993610223683,-0.06815761448349311,-0.07348242811501599,0.0
148,-1.3597122302158273,0.7577937649880093,-0.6474820143884905,-0.03514376996805102,-0.03620873269435565,-0.11182108626198078,0.0
149,0.21103117505995206,0.15827338129496415,-0.8489208633093517,-0.020234291799786974,0.0021299254526092604,-0.013844515441959582,0.0
150,0.4724220623501201,-0.44844124700239796,-0.28297362110311575,-0.007454739084132189,0.040468583599573726,0.0010649627263045747,0.0
151,0.18705035971222994,0.09592326139088714,-0.2709832134292576,-0.008519701810436597,0.03727369542066028,-0.05750798722044731,0.0
152,-0.37410071942446077,0.800959232613909,-0.04076738609112773,-0.00425985090521841,0.052183173588924436,-0.06389776357827479,0.0
153,-0.007194244604316058,0.7505995203836929,0.12949640287769792,0.011714589989350377,0.0628328008519703,-0.0063897763578273925,0.0
154,-0.18705035971223039,0.4844124700239808,0.2925659472422062,0.026624068157614533,0.056443024494142624,0.026624068157614506,0.0
155,-0.2014388489208634,0.33573141486810554,0.09112709832134325,0.03620873269435543,0.04259850905218321,0.03727369542066028,0.0
156,-0.3621103117505995,0.22781774580335734,0.16306954436450916,0.04685835995740173,0.04472843450479225,0.04792332268370603,0.0
157,-0.24220623501199068,0.01678657074340517,0.15827338129496393,0.057507987220447365,0.04153354632587869,0.06176783812566561,0.0
158,-0.14148681055155876,-0.29496402877697836,0.028776978417266008,0.05857294994675177,0.03301384451544187,0.06283280085197018,0.0
159,-0.2541966426858506,-0.501199040767386,0.23980815347721762,0.05324813631522929,0.03301384451544198,0.06070287539936109,0.0
160,0.12230215827338142,-0.5899280575539569,0.023980815347721673,0.048988285410010324,0.020234291799786974,0.0340788072417465,0.0
161,0.13669064748201354,-0.5875299760191847,-0.11990407673860926,0.03727369542066028,0.015974440894568787,0.012779552715654896,0.0
162,0.3189448441247005,-0.8225419664268585,-0.19424460431654644,0.024494142705005384,0.021299254526091493,0.00425985090521841,0.0
163,0.41966426858513195,-0.7961630695443644,-0.247002398081535,0.010649627263045858,0.018104366347177936,-0.03194888178913746,0.0
164,0.07913669064748197,-0.11270983213429275,-0.3860911270983207,0.0,0.018104366347177825,-0.08306709265175716,0.0
165,-0.1534772182254196,0.41247002398081545,-0.218225419664269,0.0021299254526090383,0.03727369542066028,-0.08626198083067099,0.0
166,-0.34052757793765,0.4460431654676258,-0.17985611510791344,0.01171458998935071,0.04579339723109693,-0.06070287539936098,0.0
167,-0.007194244604316502,0.23501199040767373,-0.23261390887290112,0.014909478168263934,0.051118210862619806,-0.0340788072417465,0.0
168,-0.011990407673860393,0.2853717026378899,0.0743405275779363,0.014909478168263934,0.06602768903088391,-0.041533546325878606,0.0
169,-0.1342925659472427,0.4292565947242204,0.12709832134292576,0.015974440894568787,0.06283280085197018,-0.044728434504792414,0.0
170,-0.08633093525179891,0.45083932853717046,0.14148681055155876,0.015974440894568787,0.059637912673056404,-0.026624068157614394,0.0
171,-0.1582733812949635,0.3453237410071943,0.24460431654676285,0.021299254526091493,0.05857294994675191,-0.011714589989350405,0.0
172,-0.218225419664269,0.2565947242206235,0.22302158273381334,0.022364217252396124,0.051118210862619806,-0.002129925452609205,0.0
173,-0.21103117505995161,0.1870503597122302,0.19904076738609167,0.019169329073482455,0.04259850905218318,0.004259850905218299,0.0
174,0.21582733812949595,0.16067146282973618,0.0959232613908867,0.018104366347177825,0.0383386581469649,0.007454739084132106,0.0
175,0.5323741007194247,0.30695443645083936,0.19904076738609078,0.015974440894568787,0.036208732694355705,0.002129925452609205,0.0
176,0.5635491606714629,0.2541966426858513,0.031175059952038175,0.017039403620873195,0.0181043663471777,0.014909478168264101,0.0
177,0.07434052757793763,-0.023980815347721784,-0.08393285371702586,0.012779552715654896,0.009584664536741202,0.0394036208732694,0.0
178,-0.04556354916067118,-0.2925659472422063,-0.3141486810551557,0.005324813631522929,0.0063897763578275,0.029818956336528285,0.0
179,-0.026378896882494285,-0.19184652278177455,0.011990407673860837,-0.008519701810436597,0.020234291799787,0.01597444089456862,0.0
180,-0.1318944844124701,0.08393285371702641,0.06714628297362069,-0.015974440894568565,0.013844515441959498,-0.002129925452609094,0.0
181,-0.4196642685851315,-0.011990407673861003,-0.2038369304556351,-0.027689030883919274,-0.0031948881789136963,0.023429179978700698,0.0
182,-0.25419664268585196,-0.4172661870503597,-0.2637889688249402,-0.04046858359957395,0.002129925452609198,0.03727369542066028,0.0
183,-0.1750599520383691,-0.5131894484412469,-0.08393285371702675,-0.053248136315228844,0.010649627263045795,0.01597444089456873,0.0
184,0.038369304556355566,-0.39568345323741017,-0.16786570743405171,-0.07028753993610248,0.00319488817891371,-0.003194888178913835,0.0
185,0.06474820143884852,-0.3980815347721821,-0.2398081534772185,-0.08306709265175694,0.004259850905218299,-0.01384451544195947,0.0
186,0.09832134292565975,-0.46522781774580335,-0.14148681055155876,-0.10649627263045813,0.01171458998935039,-0.022364217252396124,0.0
187,-0.1390887290167866,-0.4532374100719425,0.03597122302158162,-0.12140575079872185,0.010649627263045802,-0.03194888178913741,0.0
188,-0.05995203836930507,-0.32853717026378915,-0.17745803357314038,-0.13205537806176781,0.0063897763578275035,-0.05537806176783819,0.0
189,-0.13429256594724226,-0.028776978417266008,-0.321342925659474,-0.14696485623003208,0.013844515441959498,-0.0702875399361022,0.0
190,-0.22302158273381245,0.1750599520383691,-0.059952038369303295,-0.1565495207667732,0.024494142705005287,-0.0670926517571885,0.0
191,-0.01918465227817734,0.21103117505995206,0.007194244604315614,-0.15761448349307772,0.02342917997870081,-0.0628328008519702,0.0
192,-0.08153477218225458,0.4388489208633095,0.3812949640287773,-0.15335463258785947,0.0244941427050053,-0.0638977635782747,0.0
193,-0.10071942446043192,0.7194244604316546,0.28776978417266186,-0.14164004259850901,0.0031948881789136963,-0.0575079872204473,0.0
194,-0.17026378896882477,0.7146282973621103,0.18705035971223083,-0.1299254526091587,-0.0063897763578275035,-0.03194888178913739,0.0
195,-0.6091127098321341,0.6258992805755395,0.35491606714628254,-0.108626198083067,-0.012779552715654896,-0.013844515441959498,0.0
196,-0.4028776978417268,0.5011990407673861,-0.11750599520383709,-0.09797657082002129,-0.02768903088391908,-0.0010649627263046024,0.0
197,-0.09832134292565975,0.4892086330935249,0.1822541966426865,-0.09052183173588921,-0.007454739084132023,0.00851970181043668,0.0
198,0.2709832134292567,0.48920863309352547,0.41966426858513195,-0.0777422790202344,-0.01597444089456869,0.019169329073482413,0.0
199,0.4316546762589928,0.19424460431654667,0.02637889688249384,-0.060702875399361034,-0.047923322683706096,0.036208732694355705,0.0
200,-0.03597122302158251,0.01918465227817756,-0.2685851318944845,-0.057507987220447254,-0.050053248136315204,0.037273695420660294,0.0
201,-0.247002398081535,0.007194244604316502,-0.2829736211031175,-0.05005324813631523,-0.0415335463258785,0.0266240681576145,0.0
202,-0.10551558752997536,0.05755395683453246,-0.15587529976019088,-0.038338658146964855,-0.025559105431309896,0.015974440894568703,0.0
203,-0.08393285371702675,0.09352517985611497,0.059952038369303295,-0.021299254526091604,-0.027689030883919108,0.019169329073482302,0.0
204,-0.19904076738609078,0.023980815347722118,-0.08153477218225369,-0.0031948881789137795,-0.033013844515441995,0.0234291799787007,0.0
205,-0.3141486810551566,-0.04076738609112729,-0.1966426858513195,0.011714589989350377,-0.029818956336528188,0.021299254526091597,0.0
206,-0.24460431654676196,-0.045563549160671624,-0.07434052757793808,0.025559105431309903,-0.015974440894568703,0.014909478168264198,0.0
207,-0.1606714628297361,-0.00959232613908867,-0.004796163069544335,0.03727369542066039,-0.015974440894568703,0.0031948881789136963,0.0
208,-0.1534772182254196,0.023980815347722118,-0.16306954436450738,0.050053248136315176,-0.023429179978700698,0.005324813631522901,0.0
209,-0.10071942446043192,-0.06954436450839285,-0.20863309352517945,0.05644302449414268,-0.015974440894568703,0.0063897763578275035,0.0
210,0.04316546762589901,-0.0023980815347726114,-0.11750599520383709,0.06283280085197024,-0.0095846645367412,-0.0031948881789137934,0.0
211,0.15827338129496393,0.16306954436450827,-0.2110311750599525,0.06602768903088388,-0.004259850905218299,-0.011714589989350307,0.0
212,-0.07194244604316502,0.275779376498801,-0.2829736211031175,0.07454739084132062,-0.004259850905218299,-0.0063897763578275035,0.0
213,-0.12949640287769792,0.27098321342925624,-0.41247002398081634,0.07561235356762509,0.0095846645367412,0.008519701810436611,0.0
214,0.10791366906474842,0.28057553956834536,-0.3069544364508374,0.07987220447284349,0.027689030883918997,0.01597444089456869,0.0
215,0.33812949640287737,0.3381294964028778,-0.1654676258992822,0.0788072417465388,0.039403620873269485,0.01810436634717781,0.0
216,0.47961630695443613,0.30935251798561136,-0.1894484412470021,0.08306709265175719,0.039403620873269415,0.029818956336528285,0.0
217,0.3069544364508392,0.09832134292565975,-0.22781774580335856,0.0777422790202342,0.042598509052183195,0.04685835995740151,0.0
218,-0.1822541966426856,-0.09592326139088714,-0.1918465227817734,0.07348242811501599,0.0564430244941427,0.0532481363152289,0.0
219,-0.5611510791366907,-0.17985611510791388,-0.11990407673860837,0.06815761448349311,0.0638977635782747,0.04792332268370608,0.0
220,-0.275779376498801,-0.05035971223021596,0.20863309352517767,0.06176783812566561,0.0798722044728434,0.040468583599574004,0.0
221,0.07913669064748241,-0.08153477218225413,0.6714628297362122,0.06176783812566561,0.08626198083067088,0.04259850905218321,0.0
222,-0.12470023980815359,-0.24460431654676285,0.7961630695443649,0.061767838125665664,0.06070287539936109,0.051118210862619806,0.0
