oldindex,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,fall
0,,,,,,,0.0
1,-0.30935251798561136,0.3261390887290167,-0.9952038369304539,-0.014909478168264101,0.12353567625133122,-0.03833865814696488,0.0
2,-0.4292565947242206,0.381294964028777,-0.7529976019184677,-0.014909478168264101,0.17145899893503724,-0.025559105431309903,0.0
3,-0.2997601918465236,0.31894484412470026,-0.4676258992805753,-0.018104366347177936,0.20873269435569752,-0.008519701810436597,0.0
4,-0.14148681055155876,0.3693045563549161,-0.3189448441247009,-0.02236421725239618,0.23429179978700754,0.0063897763578275035,0.0
5,0.031175059952039064,0.24940047961630696,0.1366906474820162,-0.023429179978700698,0.248136315228967,0.021299254526091493,0.0
6,0.4220623501199041,0.22062350119904073,0.5131894484412456,-0.025559105431309903,0.2481363152289669,0.03620873269435579,0.0
7,0.8081534772182248,0.14388489208633093,0.606714628297361,-0.025559105431309903,0.2417465388711395,0.0425985090521831,0.0
8,1.0911270983213432,0.10311750599520364,0.800959232613911,-0.025559105431309903,0.22257720979765705,0.05005324813631529,0.0
9,1.0839328537170259,-0.0335731414868099,0.8657074340527569,-0.01810436634717788,0.20021299254526093,0.05218317358892441,0.0
10,0.8872901678657077,0.045563549160671624,1.0839328537170267,-0.01703940362087321,0.17252396166134198,0.040468583599574004,0.0
11,0.565947242206235,-0.17026378896882566,1.1055155875299763,-0.011714589989350405,0.1437699680511182,0.0404685835995739,0.0
12,0.1558752997601922,-0.023980815347721673,1.1942446043165464,-0.011714589989350405,0.11821086261980818,0.0287539936102237,0.0
13,0.08633093525179847,-0.026378896882494063,1.014388489208633,-0.010649627263045788,0.08519701810436664,0.026624068157614398,0.0
14,-0.10791366906474842,-0.05515587529976029,0.8273381294964031,-0.0063897763578275035,0.05750798722044714,0.0202342917997871,0.0
15,-0.27338129496402885,-0.02637889688249384,0.8201438848920861,-0.0021299254526091077,0.026624068157614422,0.020234291799787002,0.0
16,-0.4388489208633093,0.043165467625899234,0.6498800959232613,0.0,-0.006389776357827559,0.013844515441959498,0.0
17,-0.5011990407673861,0.05515587529976007,0.7434052757793765,0.0010649627263046024,-0.024494142705005384,0.01597444089456869,0.0
18,-0.5155875299760195,0.1630695443645085,0.645083932853717,0.004259850905218299,-0.048988285410010546,0.014909478168264101,0.0
19,-0.10551558752997536,0.08633093525179847,0.47961630695443647,0.0095846645367412,-0.07028753993610226,0.0191693290734824,0.0
20,0.32613908872901654,0.11750599520383753,0.2326139088729018,0.010649627263045802,-0.08306709265175716,0.026624068157614506,0.0
21,0.7937649880095923,-0.0023980815347726114,-0.016786570743405338,0.014909478168264101,-0.09265175718849838,0.0340788072417465,0.0
22,0.2446043165467624,0.14388489208633093,0.06714628297362113,0.014909478168264115,-0.09584664536741228,0.03301384451544198,0.0
23,-0.41486810551558717,0.02637889688249384,0.2422062350119904,0.020234291799786974,-0.0894568690095845,0.04366347177848784,0.0
24,-1.0263788968824943,-0.14148681055155876,0.1151079136690647,0.01916932907348251,-0.07987220447284349,0.04579339723109688,0.0
25,-1.0767386091127094,-0.30935251798561136,-0.004796163069544404,0.017039403620873195,-0.06602768903088396,0.03940362087326943,0.0
26,-1.103117505995204,-0.3309352517985611,-0.2422062350119903,0.017039403620873306,-0.06709265175718848,0.026624068157614478,0.0
27,-1.2517985611510793,-0.4532374100719425,-0.23021582733812948,0.014909478168264101,-0.06709265175718848,0.020234291799786974,0.0
28,-1.896882494004796,-0.2685851318944844,-0.11750599520383698,0.007454739084132106,-0.07028753993610226,0.004259850905218354,0.0
29,-2.247002398081534,-0.18705035971223027,0.06954436450839324,0.005324813631522901,-0.06283280085197018,-0.0010649627263046302,0.0
30,-2.115107913669066,-0.23501199040767384,0.026378896882494007,0.0063897763578273925,-0.06602768903088391,-0.011714589989350321,0.0
31,-1.6474820143884905,0.11031175059952036,0.08633093525179858,0.0031948881789138073,-0.07454739084132062,-0.023429179978700698,0.0
32,-0.6282973621103114,-0.18225419664268588,-0.48201438848920863,0.011714589989350294,-0.09052183173588918,-0.010649627263045802,0.0
33,0.9040767386091133,-0.6858513189448441,-0.3141486810551558,0.005324813631522984,-0.09265175718849841,0.008519701810436597,0.0
34,1.2374100719424472,0.5755395683453237,-0.2949640287769786,-0.011714589989350377,-0.09904153354632592,-0.024494142705005384,0.0
35,1.4676258992805753,0.3597122302158273,-0.05755395683453224,-0.00425985090521841,-0.07774227902023428,0.00425985090521841,0.0
36,1.01199040767386,0.0695443645083933,0.170263788968825,0.00425985090521841,-0.0628328008519701,0.02449414270500533,0.0
37,-0.551558752997602,0.2997601918465229,0.26618705035971213,0.0063897763578273925,-0.0596379126730564,0.009584664536741172,0.0
38,-0.8537170263788987,-0.011990407673861059,0.1007194244604318,0.01916932907348251,-0.05644302449414269,0.01810436634717788,0.0
39,-0.4844124700239778,-0.20143884892086328,-0.15827338129496427,0.029818956336528202,-0.0756123535676252,0.011714589989350321,0.0
40,0.002398081534771279,-0.38848920863309355,-0.06714628297362091,0.0340788072417465,-0.10117145899893498,0.002129925452609205,0.0
41,0.31175059952038353,-0.5587529976019184,0.04076738609112707,0.029818956336528202,-0.1224707135250267,-0.013844515441959526,0.0
42,0.803357314148684,-0.6546762589928058,-0.05755395683453224,0.02236421725239618,-0.13418530351437696,-0.035143769968051186,0.0
43,1.1750599520383673,-0.4988009592326139,-0.2733812949640291,0.013844515441959582,-0.1395101171458999,-0.055378061767838105,0.0
44,1.0527577937649877,-0.49640287769784197,-0.4460431654676258,0.003194888178913724,-0.13418530351437707,-0.07135250266240678,0.0
45,0.8081534772182248,-0.3069544364508392,-0.7314148681055161,-0.008519701810436597,-0.12247071352502659,-0.09158679446219381,0.0
46,0.7218225419664268,-0.1390887290167866,-0.9544364508393279,-0.015974440894568676,-0.10223642172523961,-0.10010649627263049,0.0
47,0.6043165467625897,-0.14148681055155876,-1.1055155875299763,-0.026624068157614533,-0.07454739084132056,-0.10543130990415331,0.0
48,0.4724220623501205,0.05515587529976029,-1.0095923261390887,-0.03194888178913741,-0.04579339723109688,-0.11501597444089459,0.0
49,-0.02637889688249384,0.3045563549160666,-1.0239808153477217,-0.035143769968051075,-0.021299254526091715,-0.1320553780617678,0.0
50,-0.39808153477218156,0.0023980815347726114,-1.0383693045563547,-0.040468583599574004,0.013844515441959526,-0.12140575079872201,0.0
51,-1.1702637889688265,0.5611510791366912,-0.6354916067146279,-0.05218317358892441,0.04792332268370614,-0.12353567625133133,0.0
52,-1.580335731414868,0.8657074340527574,-0.6978417266187051,-0.055378061767838105,0.07135250266240689,-0.09691160809371668,0.0
53,-1.5251798561151073,1.026378896882494,-0.4460431654676249,-0.05111821086261989,0.10223642172523961,-0.07348242811501593,0.0
54,-0.580335731414868,0.9808153477218224,-0.6235011990407688,-0.055378061767838105,0.11395101171458999,-0.03940362087326943,0.0
55,0.5491606714628325,0.9160671462829737,-0.5419664268585134,-0.0521831735889243,0.13312034078807233,-0.0021299254526091493,0.0
56,1.0647482014388459,0.9160671462829737,-0.15827338129496482,-0.0436634717784877,0.14589989350372745,0.03194888178913735,0.0
57,0.8752997601918473,0.9376498800959232,0.04796163069544512,-0.0404685835995741,0.1586794462193823,0.06176783812566555,0.0
