,date,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,fall
0,2024-02-04T11:31:39.795Z,8.92326139088729,1.5515587529976018,9.079136690647482,-0.5292864749733759,0.0766773162939297,0.1309904153354632,0.0
1,2024-02-04T11:31:39.806Z,8.93285371702638,1.4172661870503598,8.925659472422062,-0.5484558040468583,0.0372736954206602,0.1192758253461128,0.0
2,2024-02-04T11:31:39.818Z,8.764988009592326,1.4964028776978415,8.856115107913668,-0.5686900958466453,-0.0042598509052183,0.1054313099041533,0.0
3,2024-02-04T11:31:39.829Z,8.534772182254196,1.729016786570743,8.856115107913668,-0.5835995740149095,-0.047923322683706,0.0958466453674121,0.0
4,2024-02-04T11:31:39.841Z,8.33093525179856,1.9808153477218224,8.896882494004796,-0.5910543130990416,-0.0958466453674121,0.0947816826411075,0.0
5,2024-02-04T11:31:39.853Z,8.134292565947241,2.158273381294964,8.870503597122303,-0.5910543130990416,-0.1512247071352502,0.101171458998935,0.0
6,2024-02-04T11:31:39.864Z,8.074340527577938,2.227817745803357,8.774580335731414,-0.5793397231096912,-0.215122470713525,0.108626198083067,0.0
7,2024-02-04T11:31:39.876Z,8.079136690647482,2.261390887290168,8.549160671462829,-0.564430244941427,-0.2822151224707135,0.1150159744408945,0.0
8,2024-02-04T11:31:39.887Z,8.175059952038369,2.2709832134292567,8.258992805755396,-0.5452609158679447,-0.3482428115015974,0.1203407880724174,0.0
9,2024-02-04T11:31:39.899Z,8.254196642685852,2.203836930455636,7.856115107913669,-0.5250266240681576,-0.4132055378061768,0.1224707135250266,0.0
10,2024-02-04T11:31:39.911Z,8.213429256594724,2.146282973621103,7.402877697841727,-0.5026624068157615,-0.4717784877529286,0.1235356762513312,0.0
11,2024-02-04T11:31:39.922Z,7.995203836930456,2.1414868105515588,6.992805755395684,-0.4813631522896698,-0.5228966986155484,0.1235356762513312,0.0
12,2024-02-04T11:31:39.934Z,7.671462829736211,2.160671462829736,6.517985611510792,-0.4589989350372737,-0.5633652822151225,0.1256656017039403,0.0
13,2024-02-04T11:31:39.945Z,7.393285371702638,2.117505995203837,6.07673860911271,-0.4398296059637913,-0.5899893503727369,0.1320553780617678,0.0
14,2024-02-04T11:31:39.957Z,7.115107913669065,2.0983213429256597,5.693045563549161,-0.4217252396166134,-0.6070287539936102,0.1384451544195953,0.0
15,2024-02-04T11:31:39.969Z,6.884892086330935,1.997601918465228,5.345323741007194,-0.402555910543131,-0.6155484558040468,0.1448349307774228,0.0
16,2024-02-04T11:31:39.980Z,6.7170263788968825,1.9280575539568343,5.0,-0.3823216187433439,-0.6144834930777423,0.1480298189563365,0.0
17,2024-02-04T11:31:39.992Z,6.589928057553957,1.8369304556354915,4.73621103117506,-0.3631522896698615,-0.6038338658146964,0.1554845580404686,0.0
18,2024-02-04T11:31:40.003Z,6.585131894484412,1.7410071942446044,4.486810551558753,-0.3482428115015974,-0.5835995740149095,0.1608093716719914,0.0
19,2024-02-04T11:31:40.015Z,6.654676258992806,1.5419664268585132,4.247002398081535,-0.3343982960596379,-0.5612353567625133,0.1671991480298189,0.0
