,date,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,fall
0,2024-03-16T08:58:27.394Z,7.563549160671463,-0.4364508393285372,6.047961630695443,-0.0330138445154419,-0.1640042598509052,0.0372736954206602,0.0
1,2024-03-16T08:58:27.405Z,7.575539568345324,-0.3980815347721823,6.050359712230216,-0.0319488817891373,-0.161874334398296,0.0425985090521831,0.0
2,2024-03-16T08:58:27.417Z,7.685851318944844,-0.4004796163069544,6.0,-0.0319488817891373,-0.1597444089456869,0.0511182108626198,0.0
3,2024-03-16T08:58:27.429Z,7.906474820143885,-0.3980815347721823,6.0071942446043165,-0.0330138445154419,-0.1586794462193823,0.0585729499467518,0.0
4,2024-03-16T08:58:27.441Z,7.916067146282973,-0.4100719424460431,6.211031175059952,-0.0287539936102236,-0.1608093716719914,0.0660276890308839,0.0
5,2024-03-16T08:58:27.452Z,7.750599520383693,-0.369304556354916,6.15347721822542,-0.0255591054313099,-0.1682641107561235,0.0692225772097976,0.0
6,2024-03-16T08:58:27.464Z,7.611510791366906,-0.354916067146283,5.956834532374101,-0.0212992545260915,-0.1757188498402556,0.0777422790202343,0.0
7,2024-03-16T08:58:27.476Z,7.388489208633094,-0.39568345323741,5.86810551558753,-0.0223642172523961,-0.1789137380191693,0.08839190628328,0.0
8,2024-03-16T08:58:27.488Z,7.266187050359712,-0.4412470023980815,5.81294964028777,-0.0234291799787007,-0.1767838125665601,0.0990415335463258,0.0
9,2024-03-16T08:58:27.500Z,7.323741007194244,-0.4748201438848921,5.781774580335731,-0.0234291799787007,-0.1725239616613418,0.1075612353567625,0.0
10,2024-03-16T08:58:27.511Z,7.388489208633094,-0.5491606714628298,5.81294964028777,-0.0212992545260915,-0.1682641107561235,0.1128860489882854,0.0
11,2024-03-16T08:58:27.523Z,7.388489208633094,-0.592326139088729,5.872901678657074,-0.020234291799787,-0.1682641107561235,0.1118210862619808,0.0
12,2024-03-16T08:58:27.535Z,7.354916067146282,-0.6546762589928058,5.937649880095924,-0.0181043663471778,-0.1735889243876464,0.1075612353567625,0.0
13,2024-03-16T08:58:27.547Z,7.354916067146282,-0.7146282973621103,5.9496402877697845,-0.0149094781682641,-0.1810436634717785,0.0990415335463258,0.0
14,2024-03-16T08:58:27.558Z,7.359712230215828,-0.7218225419664268,5.954436450839329,-0.0138445154419595,-0.1906283280085197,0.08839190628328,0.0
15,2024-03-16T08:58:27.570Z,7.302158273381295,-0.7122302158273381,5.916067146282973,-0.0127795527156549,-0.20234291799787,0.0798722044728434,0.0
16,2024-03-16T08:58:27.582Z,7.23021582733813,-0.7026378896882494,5.853717026378897,-0.0127795527156549,-0.2140575079872204,0.0702875399361022,0.0
17,2024-03-16T08:58:27.594Z,7.071942446043166,-0.6882494004796164,5.731414868105516,-0.0117145899893503,-0.2310969116080937,0.0585729499467518,0.0
18,2024-03-16T08:58:27.606Z,7.052757793764988,-0.6714628297362111,5.7026378896882495,-0.0138445154419595,-0.2364217252396166,0.0500532481363152,0.0
19,2024-03-16T08:58:27.617Z,7.004796163069544,-0.6306954436450839,5.611510791366906,-0.0117145899893503,-0.2481363152289669,0.0425985090521831,0.0
20,2024-03-16T08:58:27.629Z,6.9784172661870505,-0.5947242206235012,5.556354916067146,-0.0117145899893503,-0.2587859424920127,0.0372736954206602,0.0
