,date,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,fall
0,2024-03-16T10:09:50.905Z,8.961630695443645,-2.1270983213429258,4.553956834532374,0.08839190628328,-0.1533546325878594,0.0244941427050053,0.0
1,2024-03-16T10:09:50.916Z,8.92326139088729,-2.1774580335731413,4.479616306954436,0.0745473908413205,-0.1608093716719914,0.0063897763578274,0.0
2,2024-03-16T10:09:50.927Z,8.865707434052759,-2.1918465227817747,4.41726618705036,0.0585729499467518,-0.1682641107561235,-0.0149094781682641,0.0
3,2024-03-16T10:09:50.938Z,8.851318944844124,-2.2014388489208634,4.350119904076738,0.0394036208732694,-0.1757188498402556,-0.0340788072417465,0.0
4,2024-03-16T10:09:50.950Z,8.848920863309353,-2.1654676258992804,4.304556354916067,0.0159744408945686,-0.1853035143769968,-0.0553780617678381,0.0
5,2024-03-16T10:09:50.961Z,8.772182254196643,-2.026378896882494,4.247002398081535,-0.0031948881789137,-0.1938232161874334,-0.0713525026624068,0.0
6,2024-03-16T10:09:50.972Z,8.62589928057554,-1.8872901678657077,4.15347721822542,-0.0255591054313099,-0.2002129925452609,-0.0873269435569755,0.0
7,2024-03-16T10:09:50.983Z,8.577937649880097,-1.729016786570743,4.026378896882494,-0.0457933972310969,-0.2066027689030884,-0.0958466453674121,0.0
8,2024-03-16T10:09:50.995Z,8.597122302158274,-1.6139088729016786,3.947242206235012,-0.0649627263045793,-0.2129925452609158,-0.1043663471778487,0.0
9,2024-03-16T10:09:51.006Z,8.585131894484412,-1.501199040767386,3.796163069544365,-0.0820021299254526,-0.2140575079872204,-0.1075612353567625,0.0
10,2024-03-16T10:09:51.017Z,8.400479616306955,-1.316546762589928,3.6906474820143886,-0.0947816826411075,-0.2108626198083067,-0.1128860489882854,0.0
11,2024-03-16T10:09:51.029Z,8.18705035971223,-1.1127098321342923,3.568345323741007,-0.1033013844515442,-0.2055378061767838,-0.1150159744408945,0.0
12,2024-03-16T10:09:51.040Z,8.052757793764988,-0.9688249400479616,3.41726618705036,-0.1107561235356762,-0.1938232161874334,-0.1150159744408945,0.0
