,date,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,fall
0,2023-12-17T12:54:41.859Z,12.947242206235012,0.7074340527577938,7.364508393285372,-0.6080937167199149,3.62087326943557,0.1320553780617678,0.0
1,2023-12-17T12:54:41.870Z,11.62589928057554,1.1270983213429258,6.721822541966427,-0.7838125665601704,3.7071352502662407,0.1799787007454739,0.0
2,2023-12-17T12:54:41.881Z,10.712230215827338,1.7865707434052758,6.776978417266187,-0.8849840255591054,3.802981895633653,0.2619808306709265,0.0
3,2023-12-17T12:54:41.893Z,9.729016786570744,1.762589928057554,6.3189448441247,-0.8764643237486688,3.8647497337593184,0.389776357827476,0.0
4,2023-12-17T12:54:41.904Z,8.30695443645084,1.0071942446043165,5.127098321342926,-0.7710330138445154,3.929712460063898,0.5250266240681576,0.0
5,2023-12-17T12:54:41.916Z,6.839328537170264,-0.2086330935251798,3.580335731414868,-0.582534611288605,4.038338658146965,0.625133120340788,0.0
6,2023-12-17T12:54:41.927Z,4.865707434052758,-1.3788968824940049,2.592326139088729,-0.3216187433439829,4.200212992545261,0.6677316293929713,0.0
7,2023-12-17T12:54:41.939Z,2.25179856115108,-2.326139088729017,1.7146282973621103,-0.020234291799787,4.3567625133120345,0.6624068157614483,0.0
8,2023-12-17T12:54:41.950Z,-0.1606714628297362,-3.4244604316546763,0.4580335731414868,0.2992545260915868,4.522896698615549,0.6528221512247071,0.0
9,2023-12-17T12:54:41.962Z,-2.290167865707434,-4.594724220623501,-0.354916067146283,0.6017039403620873,4.729499467518637,0.6123535676251332,0.0
10,2023-12-17T12:54:41.973Z,-3.47242206235012,-5.304556354916067,-1.064748201438849,0.845580404685836,4.93716719914803,0.5154419595314164,0.0
11,2023-12-17T12:54:41.985Z,-5.031175059952038,-4.973621103117506,-1.0071942446043165,1.0138445154419595,5.138445154419595,0.3759318423855165,0.0
12,2023-12-17T12:54:41.996Z,-5.947242206235012,-4.232613908872902,-0.3741007194244604,1.1203407880724174,5.312034078807241,0.2854100106496273,0.0
13,2023-12-17T12:54:42.008Z,-6.359712230215828,-3.6402877697841727,1.0743405275779376,1.187433439829606,5.458998935037274,0.2449414270500532,0.0
14,2023-12-17T12:54:42.019Z,-6.117505995203837,-3.5587529976019185,2.788968824940048,1.2406815761448349,5.545260915867945,0.2289669861554845,0.0
15,2023-12-17T12:54:42.031Z,-5.347721822541966,-3.695443645083933,5.062350119904076,1.2747603833865817,5.562300319488818,0.1959531416400426,0.0
16,2023-12-17T12:54:42.042Z,-4.534772182254197,-3.7482014388489207,7.287769784172662,1.2854100106496271,5.48349307774228,0.1512247071352502,0.0
17,2023-12-17T12:54:42.054Z,-3.618705035971223,-4.194244604316546,9.49640287769784,1.2747603833865817,5.33972310969116,0.1395101171458999,0.0
18,2023-12-17T12:54:42.065Z,-2.683453237410072,-5.211031175059952,12.170263788968825,1.2310969116080936,5.123535676251331,0.1309904153354632,0.0
19,2023-12-17T12:54:42.077Z,-1.79136690647482,-6.491606714628297,14.29496402877698,1.146964856230032,4.798722044728435,0.0756123535676251,0.0
20,2023-12-17T12:54:42.088Z,-0.6618705035971223,-7.64748201438849,16.14388489208633,1.0117145899893505,4.40468583599574,-0.0191693290734824,0.0
21,2023-12-17T12:54:42.100Z,1.26378896882494,-8.714628297362111,17.88009592326139,0.8274760383386581,3.951011714589989,-0.121405750798722,0.0
22,2023-12-17T12:54:42.111Z,4.103117505995204,-9.925659472422062,18.954436450839328,0.5963791267305645,3.4185303514377,-0.2481363152289669,0.0
23,2023-12-17T12:54:42.123Z,6.793764988009593,-10.793764988009592,19.08872901678657,0.3280085197018104,2.826411075612353,-0.4440894568690096,0.0
24,2023-12-17T12:54:42.134Z,8.175059952038369,-11.146282973621105,18.00959232613909,0.0596379126730564,2.220447284345048,-0.6932907348242812,0.0
25,2023-12-17T12:54:42.146Z,6.800959232613909,-10.455635491606715,16.48201438848921,-0.1789137380191693,1.650692225772098,-0.9850905218317358,0.0
