index,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,fall
0,0.0215827338129486,-0.0191846522781775,0.0647482014388485,0.0021299254526091,0.0021299254526091,-0.0010649627263046,0.0
1,-0.2541966426858515,-0.4316546762589928,-0.088729016786571,0.012779552715655,-0.0095846645367412,-0.0308839190628327,0.0
2,-0.0407673860911277,0.0527577937649876,-0.0647482014388485,-0.0031948881789136,-0.0010649627263045,0.0042598509052182,0.0
3,0.4172661870503589,-0.0167865707434056,-0.3093525179856105,0.0170394036208731,-0.0564430244941428,0.0202342917997873,0.0
4,0.0359712230215834,0.0767386091127098,0.0023980815347721,-0.0042598509052182,-0.012779552715655,-0.0095846645367411,0.0
5,0.0,0.0,0.0,-0.027689030883919,0.0372736954206602,-0.0489882854100107,0.0
6,-0.1630695443645082,-0.059952038369305,-0.0047961630695443,-0.0085197018104367,-0.0244941427050053,-0.1054313099041534,0.0
7,0.0,0.0,0.0,-0.007454739084132,-0.0191693290734824,0.0457933972310968,0.0
8,0.0023980815347712,-0.0791366906474819,-0.0887290167865707,0.0010649627263045,-0.0063897763578274,0.0021299254526091,0.0
9,0.4484412470023979,0.1774580335731412,0.2230215827338129,-0.0010649627263045,0.0159744408945686,-0.0340788072417465,0.0
10,-0.623501199040768,0.652278177458034,-1.8225419664268587,-0.0766773162939298,-0.2279020234291797,-0.1480298189563363,0.0
11,-0.2853717026378906,0.2254196642685851,0.3309352517985608,-0.0085197018104365,-0.0266240681576144,-0.0138445154419595,0.0
12,0.0215827338129496,0.0743405275779376,0.0359712230215816,0.0319488817891374,-0.0021299254526092,0.007454739084132,0.0
13,-0.0359712230215838,-0.94484412470024,-0.369304556354916,0.0287539936102236,-0.1320553780617679,0.0543130990415335,0.0
14,-0.2134292565947242,-0.1175059952038368,-0.2230215827338106,0.0042598509052182,0.0181043663471778,0.0063897763578273,0.0
15,-1.8800959232613896,0.369304556354916,0.4964028776978417,0.0713525026624064,-0.1224707135250265,0.0308839190628328,0.0
16,-0.5467625899280568,-0.275779376498801,-0.8393285371702639,0.0063897763578274,-0.1107561235356762,-0.0798722044728434,0.0
17,0.158273381294963,0.0,0.0167865707434051,0.0181043663471778,0.0149094781682641,0.0138445154419595,0.0
18,0.6115107913669062,-0.1223021582733813,0.7865707434052762,-0.0234291799787007,0.1096911608093716,0.020234291799787,0.0
19,0.0935251798561154,-0.4052757793764987,1.0335731414868103,-0.020234291799787,-0.1160809371671989,-0.0394036208732694,0.0
20,-0.0503597122302164,-0.0095923261390887,-0.043165467625899,0.0138445154419596,-0.0021299254526092,-0.0021299254526092,0.0
21,-0.7410071942446042,-0.0023980815347721,0.3381294964028778,0.007454739084132,-0.0447284345047923,-0.0564430244941427,0.0
22,0.095923261390888,0.0743405275779376,0.0479616306954451,-0.0191693290734824,-0.0244941427050052,-0.027689030883919,0.0
23,0.0983213429256579,0.028776978417266,0.1007194244604319,-0.0191693290734824,0.0234291799787007,-0.0149094781682641,0.0
24,0.0047961630695443,-0.0191846522781774,0.0215827338129495,-0.0053248136315228,-0.0031948881789138,0.002129925452609,0.0
25,0.3333333333333339,0.0311750599520384,0.2062350119904077,-0.0212992545260916,-0.0074547390841319,-0.0244941427050053,0.0
26,0.8321342925659483,0.4652278177458031,-0.0791366906474815,-0.0287539936102236,0.0638977635782747,-0.0330138445154419,0.0
27,-0.0167865707434051,0.3453237410071947,-1.6882494004796162,-0.0308839190628328,-0.2545260915867944,0.0159744408945687,0.0
28,0.0,0.0,0.0,0.0106496272630457,-0.0063897763578273,0.0543130990415336,0.0
29,0.3741007194244599,0.2158273381294964,0.2973621103117505,0.012779552715655,0.0287539936102235,0.0042598509052182,0.0
30,-0.0983213429256597,0.0719424460431655,-0.1798561151079134,0.0170394036208733,-0.0489882854100106,-0.0298189563365283,0.0
31,0.5611510791366907,0.1774580335731415,-1.6019184652278176,0.068157614483493,-0.3493077742279018,-0.0181043663471778,0.0
32,0.0,0.0,0.0,-0.0202342917997869,0.0500532481363152,-0.0670926517571885,0.0
33,-0.0071942446043165,0.05515587529976,0.1990407673860907,-0.0053248136315229,0.0074547390841319,0.0085197018104366,0.0
34,0.1798561151079134,-0.4772182254196644,0.3429256594724221,-0.0447284345047923,0.0010649627263045,0.0660276890308839,0.0
35,-0.2685851318944827,-0.5635491606714622,0.0407673860911272,0.0340788072417465,-0.0021299254526091,-0.0010649627263045,0.0
36,0.0,0.0,0.0,-0.0138445154419595,0.0415335463258786,0.0244941427050054,0.0
37,-0.4676258992805753,0.15347721822542,-0.2733812949640288,0.0095846645367411,-0.0372736954206602,-0.0085197018104365,0.0
38,-0.0215827338129495,-0.0623501199040767,0.0263788968824929,0.0106496272630458,0.0053248136315228,0.0330138445154419,0.0
39,-0.4268585131894493,0.143884892086331,0.1079136690647484,-0.0127795527156548,0.022364217252396,-0.0053248136315229,0.0
40,-0.2517985611510784,0.086330935251798,0.5107913669064748,-0.0308839190628328,-0.0457933972310968,-0.012779552715655,0.0
41,0.1199040767386083,-0.1486810551558752,0.1798561151079143,0.0362087326943557,0.0085197018104367,-0.0063897763578275,0.0
42,-0.1007194244604319,-0.0047961630695443,0.0,0.0010649627263046,0.0117145899893502,0.0042598509052182,0.0
43,-0.1990407673860912,-0.3669064748201438,-0.1414868105515587,0.012779552715655,-0.0479233226837061,0.0085197018104365,0.0
44,-0.6474820143884905,0.1702637889688249,-0.4628297362110309,0.0212992545260914,-0.0031948881789136,0.0234291799787006,0.0
45,0.0407673860911268,-0.2134292565947242,-0.3453237410071943,0.0063897763578275,-0.0894568690095846,0.0308839190628327,0.0
46,0.8513189448441247,-0.5731414868105515,0.3477218225419669,-0.014909478168264,-0.0085197018104367,0.0255591054313099,0.0
47,0.0,0.0,0.0,0.0021299254526092,0.0085197018104366,-0.0223642172523961,0.0
48,0.7002398081534764,0.0215827338129495,0.1630695443645091,-0.0298189563365282,0.0873269435569755,-0.0468583599574014,0.0
