cts,date,Gyroscope [rad/s],gyr1,gyr2,temperature [°C]
82.155,2024-03-16T09:08:15.070Z,0.22577209797657083,-0.1703940362087327,-0.12460063897763578,5.080078125
87.17964285714285,2024-03-16T09:08:15.081Z,0.2417465388711395,-0.28434504792332266,-0.15867944621938232,5.080078125
92.2042857142857,2024-03-16T09:08:15.093Z,0.25878594249201275,-0.3929712460063898,-0.17465388711395102,5.080078125
97.22892857142855,2024-03-16T09:08:15.104Z,0.28434504792332266,-0.49627263045793396,-0.18423855165069222,5.080078125
102.2535714285714,2024-03-16T09:08:15.116Z,0.31735889243876464,-0.5931842385516507,-0.18423855165069222,5.080078125
107.27821428571426,2024-03-16T09:08:15.127Z,0.3556975505857295,-0.6762513312034079,-0.18210862619808307,5.080078125
112.3028571428571,2024-03-16T09:08:15.139Z,0.3919062832800852,-0.7433439829605963,-0.16293929712460065,5.080078125
117.32749999999996,2024-03-16T09:08:15.150Z,0.42598509052183176,-0.784877529286475,-0.14696485623003194,5.080078125
122.35214285714281,2024-03-16T09:08:15.162Z,0.45260915867944623,-0.8029818956336529,-0.12460063897763578,5.080078125
127.37678571428566,2024-03-16T09:08:15.173Z,0.4653887113951012,-0.7944621938232161,-0.10756123535676251,5.080078125
132.4014285714285,2024-03-16T09:08:15.185Z,0.4749733759318424,-0.7678381256656017,-0.09052183173588925,5.080078125
137.42607142857136,2024-03-16T09:08:15.196Z,0.4739084132055378,-0.7284345047923323,-0.08413205537806177,5.080078125
142.4507142857142,2024-03-16T09:08:15.208Z,0.46751863684771033,-0.6815761448349308,-0.07135250266240682,5.080078125
147.47535714285706,2024-03-16T09:08:15.219Z,0.4547390841320554,-0.6325878594249201,-0.06389776357827476,5.080078125
152.49999999999991,2024-03-16T09:08:15.231Z,0.43769968051118213,-0.5761448349307774,-0.05324813631522897,5.080078125
157.52464285714277,2024-03-16T09:08:15.242Z,0.4185303514376997,-0.5175718849840255,-0.038338658146964855,5.080078125
162.54928571428562,2024-03-16T09:08:15.254Z,0.39829605963791265,-0.4440894568690096,-0.02023429179978701,5.080078125
167.57392857142847,2024-03-16T09:08:15.265Z,0.3801916932907348,-0.3663471778487753,0.002129925452609159,5.080078125
172.59857142857132,2024-03-16T09:08:15.277Z,0.36421725239616615,-0.29179978700745474,0.027689030883919063,5.080078125
177.62321428571417,2024-03-16T09:08:15.288Z,0.34717784877529284,-0.22364217252396165,0.05218317358892439,5.080078125
182.64785714285702,2024-03-16T09:08:15.300Z,0.3301384451544196,-0.17252396166134185,0.08626198083067092,5.080078125
187.67249999999987,2024-03-16T09:08:15.311Z,0.31203407880724177,-0.14589989350372737,0.11182108626198083,5.080078125
192.69714285714272,2024-03-16T09:08:15.323Z,0.29605963791267303,-0.14802981895633652,0.13631522896698617,5.080078125
197.72178571428557,2024-03-16T09:08:15.334Z,0.2736954206602769,-0.17252396166134185,0.15122470713525027,5.080078125
202.74642857142842,2024-03-16T09:08:15.346Z,0.24494142705005326,-0.21831735889243875,0.1554845580404686,5.080078125
207.77107142857128,2024-03-16T09:08:15.357Z,0.21192758253461128,-0.2673056443024494,0.14589989350372737,5.080078125
212.79571428571413,2024-03-16T09:08:15.369Z,0.17784877529286475,-0.31203407880724177,0.1395101171458999,5.080078125
217.82035714285698,2024-03-16T09:08:15.380Z,0.14164004259850904,-0.34291799787007454,0.12673056443024494,5.080078125
222.84499999999983,2024-03-16T09:08:15.392Z,0.10649627263045794,-0.35356762513312034,0.11608093716719915,5.080078125
227.86964285714268,2024-03-16T09:08:15.403Z,0.07028753993610223,-0.3365282215122471,0.09904153354632587,5.080078125
232.89428571428553,2024-03-16T09:08:15.415Z,0.03407880724174654,-0.3077742279020234,0.08839190628328009,5.080078125
237.91892857142838,2024-03-16T09:08:15.426Z,-0.003194888178913738,-0.2747603833865815,0.06389776357827476,5.080078125
242.94357142857123,2024-03-16T09:08:15.438Z,-0.03514376996805112,-0.26198083067092653,0.046858359957401494,5.080078125
247.96821428571408,2024-03-16T09:08:15.449Z,-0.06496272630457935,-0.2736954206602769,0.021299254526091587,5.080078125
252.99285714285693,2024-03-16T09:08:15.461Z,-0.08945686900958466,-0.30138445154419596,0.008519701810436636,5.080078125
258.0174999999998,2024-03-16T09:08:15.472Z,-0.1182108626198083,-0.34611288604898827,-0.011714589989350373,5.080078125
263.04214285714266,2024-03-16T09:08:15.484Z,-0.14057507987220447,-0.40468583599574015,-0.01810436634717785,5.080078125
268.0667857142855,2024-03-16T09:08:15.495Z,-0.15867944621938232,-0.4653887113951012,-0.03194888178913738,5.080078125
273.09142857142837,2024-03-16T09:08:15.507Z,-0.17358892438764642,-0.5239616613418531,-0.043663471778487756,5.080078125
278.1160714285712,2024-03-16T09:08:15.518Z,-0.1799787007454739,-0.5633652822151225,-0.06283280085197018,5.080078125
283.14071428571407,2024-03-16T09:08:15.530Z,-0.18317358892438765,-0.597444089456869,-0.07880724174653887,5.080078125
288.1653571428569,2024-03-16T09:08:15.541Z,-0.1810436634717785,-0.6293929712460063,-0.08732694355697551,5.080078125
293.18999999999977,2024-03-16T09:08:15.553Z,-0.18423855165069222,-0.6549520766773163,-0.09584664536741214,5.080078125
298.2146428571426,2024-03-16T09:08:15.564Z,-0.19169329073482427,-0.7135250266240681,-0.0979765708200213,5.080078125
303.2392857142855,2024-03-16T09:08:15.576Z,-0.19169329073482427,-0.8338658146964856,-0.06922257720979766,5.080078125
308.2639285714283,2024-03-16T09:08:15.587Z,-0.1906283280085197,-0.9882854100106496,-0.007454739084132056,5.080078125
