cts,date,Gyroscope [rad/s],gyr1,gyr2,temperature [°C]
81.566,2024-03-16T08:58:27.394Z,-0.03301384451544196,-0.16400425985090522,0.03727369542066028,6.875
86.59082653061225,2024-03-16T08:58:27.405Z,-0.03194888178913738,-0.16187433439829607,0.042598509052183174,6.875
91.61565306122449,2024-03-16T08:58:27.417Z,-0.03194888178913738,-0.1597444089456869,0.051118210862619806,6.875
96.64047959183674,2024-03-16T08:58:27.429Z,-0.03301384451544196,-0.15867944621938232,0.058572949946751864,6.875
101.66530612244898,2024-03-16T08:58:27.441Z,-0.02875399361022364,-0.16080937167199147,0.06602768903088392,6.875
106.69013265306123,2024-03-16T08:58:27.452Z,-0.025559105431309903,-0.16826411075612355,0.06922257720979766,6.875
111.71495918367347,2024-03-16T08:58:27.464Z,-0.021299254526091587,-0.1757188498402556,0.0777422790202343,6.875
116.73978571428572,2024-03-16T08:58:27.476Z,-0.022364217252396165,-0.17891373801916932,0.08839190628328009,6.875
121.76461224489796,2024-03-16T08:58:27.488Z,-0.023429179978700747,-0.17678381256656017,0.09904153354632587,6.875
126.7894387755102,2024-03-16T08:58:27.500Z,-0.023429179978700747,-0.17252396166134185,0.10756123535676251,6.875
131.81426530612245,2024-03-16T08:58:27.511Z,-0.021299254526091587,-0.16826411075612355,0.11288604898828541,6.875
136.8390918367347,2024-03-16T08:58:27.523Z,-0.02023429179978701,-0.16826411075612355,0.11182108626198083,6.875
141.86391836734694,2024-03-16T08:58:27.535Z,-0.01810436634717785,-0.17358892438764642,0.10756123535676251,6.875
146.88874489795919,2024-03-16T08:58:27.547Z,-0.014909478168264111,-0.1810436634717785,0.09904153354632587,6.875
151.91357142857143,2024-03-16T08:58:27.558Z,-0.013844515441959531,-0.1906283280085197,0.08839190628328009,6.875
156.93839795918367,2024-03-16T08:58:27.570Z,-0.012779552715654952,-0.20234291799787008,0.07987220447284345,6.875
161.96322448979592,2024-03-16T08:58:27.582Z,-0.012779552715654952,-0.21405750798722045,0.07028753993610223,6.875
166.98805102040816,2024-03-16T08:58:27.594Z,-0.011714589989350373,-0.23109691160809373,0.058572949946751864,6.875
172.0128775510204,2024-03-16T08:58:27.606Z,-0.013844515441959531,-0.2364217252396166,0.05005324813631523,6.875
177.03770408163265,2024-03-16T08:58:27.617Z,-0.011714589989350373,-0.24813631522896698,0.042598509052183174,6.875
182.0625306122449,2024-03-16T08:58:27.629Z,-0.011714589989350373,-0.25878594249201275,0.03727369542066028,6.875
187.08735714285714,2024-03-16T08:58:27.641Z,-0.012779552715654952,-0.2673056443024494,0.03301384451544196,6.875
192.1121836734694,2024-03-16T08:58:27.653Z,-0.012779552715654952,-0.27263045793397234,0.029818956336528223,6.875
197.13701020408163,2024-03-16T08:58:27.665Z,-0.010649627263045794,-0.28434504792332266,0.025559105431309903,6.875
202.16183673469388,2024-03-16T08:58:27.676Z,-0.009584664536741214,-0.2939297124600639,0.025559105431309903,6.875
207.18666326530612,2024-03-16T08:58:27.688Z,-0.008519701810436636,-0.30244941427050054,0.02875399361022364,6.875
212.21148979591837,2024-03-16T08:58:27.700Z,-0.004259850905218318,-0.3109691160809372,0.03514376996805112,6.875
217.2363163265306,2024-03-16T08:58:27.712Z,0.0010649627263045794,-0.31735889243876464,0.04472843450479233,6.875
222.26114285714286,2024-03-16T08:58:27.723Z,0.007454739084132056,-0.3194888178913738,0.054313099041533544,6.875
227.2859693877551,2024-03-16T08:58:27.735Z,0.011714589989350373,-0.31735889243876464,0.06283280085197018,6.875
232.31079591836735,2024-03-16T08:58:27.747Z,0.01810436634717785,-0.3152289669861555,0.07880724174653887,6.875
237.3356224489796,2024-03-16T08:58:27.759Z,0.025559105431309903,-0.3109691160809372,0.09052183173588925,6.875
