cts,date,Accelerometer [m/s2],acc1,acc2,temperature [°C]
80100.04184924722,2024-03-16T10:11:12.205Z,2.1270983213429258,1.6738609112709832,4.880095923261391,19.546875
80105.06853266431,2024-03-16T10:11:12.210Z,2.776978417266187,1.223021582733813,4.899280575539568,19.546875
80110.0952160814,2024-03-16T10:11:12.215Z,3.5347721822541964,0.8249400479616307,4.952038369304557,19.546875
80115.1218994985,2024-03-16T10:11:12.220Z,4.235011990407674,0.41247002398081534,5.004796163069544,19.546875
80120.14858291559,2024-03-16T10:11:12.225Z,4.755395683453237,0.22062350119904076,5.026378896882494,19.546875
80125.17526633268,2024-03-16T10:11:12.230Z,5.119904076738609,0.12470023980815348,4.904076738609112,19.546875
80130.20194974977,2024-03-16T10:11:12.235Z,5.3261390887290165,0.1630695443645084,4.7458033573141485,19.546875
80135.22863316686,2024-03-16T10:11:12.240Z,5.407673860911271,0.4148681055155875,4.616306954436451,19.546875
80140.25531658395,2024-03-16T10:11:12.245Z,5.3621103117506,0.7673860911270983,4.5587529976019185,19.546875
80145.282,2024-03-16T10:11:12.250Z,5.407673860911271,1.1870503597122302,4.5299760191846525,19.599609375
80150.3087437186,2024-03-16T10:11:12.254Z,5.414868105515588,1.5563549160671464,4.58273381294964,19.599609375
80155.3354874372,2024-03-16T10:11:12.259Z,5.45083932853717,1.8729016786570742,4.707434052757794,19.599609375
80160.3622311558,2024-03-16T10:11:12.264Z,5.482014388489208,2.1247002398081536,4.899280575539568,19.599609375
80165.3889748744,2024-03-16T10:11:12.269Z,5.666666666666667,2.2829736211031175,5.038369304556355,19.599609375
80170.415718593,2024-03-16T10:11:12.274Z,6.13189448441247,2.258992805755396,5.151079136690647,19.599609375
80175.44246231159,2024-03-16T10:11:12.279Z,6.973621103117506,1.9784172661870503,5.203836930455635,19.599609375
80180.46920603019,2024-03-16T10:11:12.284Z,8.095923261390887,1.498800959232614,5.179856115107913,19.599609375
80185.49594974879,2024-03-16T10:11:12.289Z,9.201438848920864,1.0191846522781776,5.15347721822542,19.599609375
80190.52269346738,2024-03-16T10:11:12.294Z,9.904076738609113,0.580335731414868,5.110311750599521,19.599609375
80195.54943718598,2024-03-16T10:11:12.299Z,9.798561151079136,0.27577937649880097,5.2398081534772185,19.599609375
80200.57618090458,2024-03-16T10:11:12.304Z,9.028776978417266,0.30935251798561153,5.304556354916067,19.599609375
80205.60292462318,2024-03-16T10:11:12.309Z,8.93525179856115,0.44364508393285373,4.9640287769784175,19.599609375
80210.62966834177,2024-03-16T10:11:12.314Z,9.462829736211031,0.6019184652278178,4.661870503597123,19.599609375
80215.65641206037,2024-03-16T10:11:12.319Z,9.949640287769784,0.6187050359712231,4.6882494004796165,19.599609375
80220.68315577897,2024-03-16T10:11:12.324Z,10.129496402877697,0.7266187050359713,4.820143884892087,19.599609375
80225.70989949757,2024-03-16T10:11:12.329Z,10.06474820143885,0.8105515587529976,5.0647482014388485,19.599609375
80230.73664321617,2024-03-16T10:11:12.334Z,9.81294964028777,0.9016786570743405,5.2685851318944845,19.599609375
80235.76338693476,2024-03-16T10:11:12.339Z,9.599520383693045,1.0047961630695443,5.378896882494005,19.599609375
80240.79013065336,2024-03-16T10:11:12.344Z,9.254196642685852,1.1366906474820144,5.613908872901678,19.599609375
80245.81687437196,2024-03-16T10:11:12.349Z,9.249400479616307,1.3045563549160673,5.793764988009593,19.599609375
80250.84361809056,2024-03-16T10:11:12.354Z,9.83693045563549,1.4580335731414868,5.930455635491607,19.599609375
80255.87036180915,2024-03-16T10:11:12.359Z,10.383693045563549,1.5731414868105515,6.23021582733813,19.599609375
80260.89710552775,2024-03-16T10:11:12.364Z,10.479616306954437,1.7482014388489209,6.652278177458034,19.599609375
80265.92384924635,2024-03-16T10:11:12.369Z,10.223021582733812,1.973621103117506,7.115107913669065,19.599609375
80270.95059296495,2024-03-16T10:11:12.374Z,9.755395683453237,2.2853717026378897,7.474820143884892,19.599609375
80275.97733668354,2024-03-16T10:11:12.379Z,9.304556354916068,2.647482014388489,7.767386091127098,19.599609375
80281.00408040214,2024-03-16T10:11:12.384Z,9.15347721822542,2.9448441247002397,8.007194244604317,19.599609375
80286.03082412074,2024-03-16T10:11:12.389Z,9.350119904076738,3.179856115107914,8.220623501199041,19.599609375
80291.05756783934,2024-03-16T10:11:12.394Z,9.882494004796163,3.199040767386091,8.280575539568344,19.599609375
80296.08431155793,2024-03-16T10:11:12.399Z,10.482014388489208,3.0431654676258995,8.244604316546763,19.599609375
80301.11105527653,2024-03-16T10:11:12.404Z,10.805755395683454,2.774580335731415,8.06714628297362,19.599609375
80306.13779899513,2024-03-16T10:11:12.409Z,10.642685851318944,2.4436450839328536,7.784172661870503,19.599609375
80311.16454271373,2024-03-16T10:11:12.414Z,9.956834532374101,2.1918465227817747,7.398081534772182,19.599609375
80316.19128643232,2024-03-16T10:11:12.419Z,9.105515587529975,2.1127098321342928,6.961630695443645,19.599609375
80321.21803015092,2024-03-16T10:11:12.424Z,8.292565947242206,2.175059952038369,6.510791366906475,19.599609375
80326.24477386952,2024-03-16T10:11:12.429Z,7.7458033573141485,2.2709832134292567,6.059952038369304,19.599609375
80331.27151758812,2024-03-16T10:11:12.434Z,7.2829736211031175,2.3956834532374103,5.788968824940048,19.599609375
80336.29826130671,2024-03-16T10:11:12.439Z,6.755395683453237,2.498800959232614,5.642685851318944,19.599609375
80341.32500502531,2024-03-16T10:11:12.444Z,6.383693045563549,2.5347721822541964,5.374100719424461,19.599609375
80346.35174874391,2024-03-16T10:11:12.448Z,6.273381294964029,2.4556354916067145,5.148681055155875,19.599609375
80351.3784924625,2024-03-16T10:11:12.453Z,6.155875299760192,2.3501199040767387,4.971223021582734,19.599609375
80356.4052361811,2024-03-16T10:11:12.458Z,5.959232613908873,2.146282973621103,4.896882494004796,19.599609375
80361.4319798997,2024-03-16T10:11:12.463Z,6.0215827338129495,1.8992805755395683,4.630695443645084,19.599609375
80366.4587236183,2024-03-16T10:11:12.468Z,6.23021582733813,1.60431654676259,4.3261390887290165,19.599609375
80371.4854673369,2024-03-16T10:11:12.473Z,6.28537170263789,1.2949640287769784,4.136690647482014,19.599609375
80376.5122110555,2024-03-16T10:11:12.478Z,6.213429256594724,1.1103117505995204,3.983213429256595,19.599609375
80381.53895477409,2024-03-16T10:11:12.483Z,6.223021582733813,0.9328537170263789,3.803357314148681,19.599609375
80386.56569849269,2024-03-16T10:11:12.488Z,6.09832134292566,0.7889688249400479,3.6642685851318944,19.599609375
80391.59244221129,2024-03-16T10:11:12.493Z,5.983213429256595,0.6738609112709832,3.565947242206235,19.599609375
80396.61918592989,2024-03-16T10:11:12.498Z,6.002398081534772,0.6211031175059952,3.5083932853717026,19.599609375
80401.64592964848,2024-03-16T10:11:12.503Z,6.002398081534772,0.5611510791366906,3.4748201438848922,19.599609375
80406.67267336708,2024-03-16T10:11:12.508Z,5.968824940047962,0.5299760191846523,3.4820143884892087,19.599609375
80411.69941708568,2024-03-16T10:11:12.513Z,5.94484412470024,0.49640287769784175,3.568345323741007,19.599609375
80416.72616080428,2024-03-16T10:11:12.518Z,5.997601918465228,0.4748201438848921,3.65947242206235,19.599609375
80421.75290452287,2024-03-16T10:11:12.523Z,6.258992805755396,0.47002398081534774,3.676258992805755,19.599609375
80426.77964824147,2024-03-16T10:11:12.528Z,6.640287769784172,0.4556354916067146,3.6858513189448443,19.599609375
80431.80639196007,2024-03-16T10:11:12.533Z,7.043165467625899,0.4148681055155875,3.7050359712230216,19.599609375
80436.83313567867,2024-03-16T10:11:12.538Z,7.381294964028777,0.407673860911271,3.7002398081534773,19.599609375
80441.85987939726,2024-03-16T10:11:12.543Z,7.623501199040767,0.4028776978417266,3.5851318944844124,19.599609375
80446.88662311586,2024-03-16T10:11:12.548Z,7.788968824940048,0.46522781774580335,3.45083932853717,19.599609375
80451.91336683446,2024-03-16T10:11:12.553Z,7.856115107913669,0.6115107913669064,3.371702637889688,19.599609375
80456.94011055306,2024-03-16T10:11:12.558Z,7.932853717026379,0.8465227817745803,3.3645083932853717,19.599609375
80461.96685427165,2024-03-16T10:11:12.563Z,8.047961630695443,1.1151079136690647,3.3908872901678655,19.599609375
80466.99359799025,2024-03-16T10:11:12.568Z,8.247002398081534,1.3189448441247003,3.436450839328537,19.599609375
80472.02034170885,2024-03-16T10:11:12.573Z,8.50599520383693,1.5491606714628297,3.5347721822541964,19.599609375
80477.04708542745,2024-03-16T10:11:12.578Z,8.80335731414868,1.7266187050359711,3.73621103117506,19.599609375
