cts,date,Gyroscope [rad/s],gyr1,gyr2,temperature [°C]
81.009,2024-02-04T11:31:39.795Z,-0.5292864749733759,0.07667731629392971,0.13099041533546327,10.4921875
86.03441708542714,2024-02-04T11:31:39.806Z,-0.5484558040468583,0.03727369542066028,0.11927582534611289,10.4921875
91.05983417085427,2024-02-04T11:31:39.818Z,-0.5686900958466453,-0.004259850905218318,0.10543130990415335,10.4921875
96.08525125628141,2024-02-04T11:31:39.829Z,-0.5835995740149095,-0.04792332268370607,0.09584664536741214,10.4921875
101.11066834170855,2024-02-04T11:31:39.841Z,-0.5910543130990416,-0.09584664536741214,0.09478168264110756,10.4921875
106.13608542713568,2024-02-04T11:31:39.853Z,-0.5910543130990416,-0.15122470713525027,0.10117145899893504,10.4921875
111.16150251256282,2024-02-04T11:31:39.864Z,-0.5793397231096912,-0.21512247071352503,0.10862619808306709,10.4921875
116.18691959798996,2024-02-04T11:31:39.876Z,-0.564430244941427,-0.2822151224707135,0.11501597444089456,10.4921875
121.21233668341709,2024-02-04T11:31:39.887Z,-0.5452609158679447,-0.34824281150159747,0.12034078807241747,10.4921875
126.23775376884423,2024-02-04T11:31:39.899Z,-0.5250266240681576,-0.4132055378061768,0.12247071352502663,10.4921875
131.26317085427135,2024-02-04T11:31:39.911Z,-0.5026624068157615,-0.47177848775292863,0.1235356762513312,10.4921875
136.2885879396985,2024-02-04T11:31:39.922Z,-0.48136315228966986,-0.5228966986155484,0.1235356762513312,10.4921875
141.31400502512562,2024-02-04T11:31:39.934Z,-0.4589989350372737,-0.5633652822151225,0.12566560170394037,10.4921875
146.33942211055276,2024-02-04T11:31:39.945Z,-0.4398296059637913,-0.5899893503727369,0.13205537806176784,10.4921875
151.3648391959799,2024-02-04T11:31:39.957Z,-0.4217252396166134,-0.6070287539936102,0.13844515441959532,10.4921875
156.39025628140703,2024-02-04T11:31:39.969Z,-0.402555910543131,-0.6155484558040468,0.1448349307774228,10.4921875
161.41567336683417,2024-02-04T11:31:39.980Z,-0.38232161874334397,-0.6144834930777423,0.14802981895633652,10.4921875
166.4410904522613,2024-02-04T11:31:39.992Z,-0.36315228966986157,-0.6038338658146964,0.1554845580404686,10.4921875
171.46650753768844,2024-02-04T11:31:40.003Z,-0.34824281150159747,-0.5835995740149095,0.16080937167199147,10.4921875
176.49192462311558,2024-02-04T11:31:40.015Z,-0.3343982960596379,-0.5612353567625133,0.16719914802981894,10.4921875
181.51734170854272,2024-02-04T11:31:40.027Z,-0.32374866879659214,-0.5356762513312034,0.16719914802981894,10.4921875
186.54275879396985,2024-02-04T11:31:40.038Z,-0.3184238551650692,-0.5047923322683706,0.1703940362087327,10.4921875
191.568175879397,2024-02-04T11:31:40.050Z,-0.31309904153354634,-0.4728434504792332,0.17252396166134185,10.4921875
196.59359296482413,2024-02-04T11:31:40.061Z,-0.30990415335463256,-0.4398296059637913,0.17678381256656017,10.4921875
201.61901005025126,2024-02-04T11:31:40.073Z,-0.3077742279020234,-0.410010649627263,0.18210862619808307,10.4921875
206.6444271356784,2024-02-04T11:31:40.085Z,-0.30564430244941426,-0.38232161874334397,0.1906283280085197,10.4921875
211.66984422110554,2024-02-04T11:31:40.096Z,-0.30564430244941426,-0.35676251331203407,0.20234291799787008,10.4921875
216.69526130653267,2024-02-04T11:31:40.108Z,-0.30564430244941426,-0.3365282215122471,0.21192758253461128,10.4921875
221.7206783919598,2024-02-04T11:31:40.120Z,-0.30564430244941426,-0.31735889243876464,0.21831735889243875,10.4921875
226.74609547738694,2024-02-04T11:31:40.131Z,-0.308839190628328,-0.30244941427050054,0.22257720979765708,10.4921875
231.77151256281408,2024-02-04T11:31:40.143Z,-0.31309904153354634,-0.29179978700745474,0.22790202342917998,10.4921875
236.79692964824122,2024-02-04T11:31:40.154Z,-0.3152289669861555,-0.28434504792332266,0.23109691160809373,10.4921875
241.82234673366835,2024-02-04T11:31:40.166Z,-0.3184238551650692,-0.27689030883919064,0.23429179978700745,10.4921875
246.8477638190955,2024-02-04T11:31:40.178Z,-0.3248136315228967,-0.27689030883919064,0.2417465388711395,10.4921875
251.87318090452263,2024-02-04T11:31:40.189Z,-0.329073482428115,-0.27689030883919064,0.2470713525026624,10.4921875
256.89859798994974,2024-02-04T11:31:40.201Z,-0.33759318423855167,-0.2779552715654952,0.2523961661341853,10.4921875
261.9240150753769,2024-02-04T11:31:40.212Z,-0.3450479233226837,-0.2822151224707135,0.2566560170394036,10.4921875
266.949432160804,2024-02-04T11:31:40.224Z,-0.35250266240681577,-0.288604898828541,0.2598509052183174,10.4921875
271.97484924623114,2024-02-04T11:31:40.236Z,-0.3599574014909478,-0.2971246006389776,0.26091586794462196,10.4921875
277.0002663316583,2024-02-04T11:31:40.247Z,-0.369542066027689,-0.3045793397231097,0.25878594249201275,10.4921875
282.0256834170854,2024-02-04T11:31:40.259Z,-0.37912673056443025,-0.3109691160809372,0.2566560170394036,10.4921875
287.05110050251255,2024-02-04T11:31:40.270Z,-0.3887113951011715,-0.31309904153354634,0.25133120340788073,10.4921875
292.0765175879397,2024-02-04T11:31:40.282Z,-0.40042598509052185,-0.3152289669861555,0.2417465388711395,10.4921875
297.1019346733668,2024-02-04T11:31:40.294Z,-0.4132055378061768,-0.3109691160809372,0.2321618743343983,10.4921875
302.12735175879396,2024-02-04T11:31:40.305Z,-0.43130990415335463,-0.3045793397231097,0.21405750798722045,10.4921875
307.1527688442211,2024-02-04T11:31:40.317Z,-0.4504792332268371,-0.29605963791267303,0.1959531416400426,10.4921875
312.17818592964824,2024-02-04T11:31:40.328Z,-0.46751863684771033,-0.28647497337593186,0.17891373801916932,10.4921875
317.2036030150754,2024-02-04T11:31:40.340Z,-0.48881789137380194,-0.27582534611288606,0.16080937167199147,10.4921875
322.2290201005025,2024-02-04T11:31:40.352Z,-0.5090521831735889,-0.26091586794462196,0.14376996805111822,10.4921875
327.25443718592965,2024-02-04T11:31:40.363Z,-0.531416400425985,-0.24813631522896698,0.1288604898828541,10.4921875
332.2798542713568,2024-02-04T11:31:40.375Z,-0.5527156549520766,-0.23429179978700745,0.11182108626198083,10.4921875
337.3052713567839,2024-02-04T11:31:40.387Z,-0.577209797657082,-0.2161874334398296,0.09584664536741214,10.4921875
342.33068844221106,2024-02-04T11:31:40.398Z,-0.6017039403620873,-0.19808306709265175,0.07348242811501597,10.4921875
347.3561055276382,2024-02-04T11:31:40.410Z,-0.6261980830670927,-0.1757188498402556,0.04792332268370607,10.4921875
352.38152261306533,2024-02-04T11:31:40.421Z,-0.6474973375931843,-0.15122470713525027,0.021299254526091587,10.4921875
357.40693969849247,2024-02-04T11:31:40.433Z,-0.670926517571885,-0.12673056443024494,-0.012779552715654952,10.4921875
362.4323567839196,2024-02-04T11:31:40.445Z,-0.6932907348242812,-0.09904153354632587,-0.05644302449414271,10.4921875
367.45777386934674,2024-02-04T11:31:40.456Z,-0.7145899893503728,-0.07028753993610223,-0.09904153354632587,10.4921875
372.4831909547739,2024-02-04T11:31:40.468Z,-0.7326943556975506,-0.042598509052183174,-0.13738019169329074,10.4921875
377.508608040201,2024-02-04T11:31:40.479Z,-0.7454739084132055,-0.023429179978700747,-0.15761448349307774,10.4921875
382.53402512562815,2024-02-04T11:31:40.491Z,-0.7539936102236422,-0.010649627263045794,-0.15867944621938232,10.4921875
387.5594422110553,2024-02-04T11:31:40.503Z,-0.7539936102236422,-0.005324813631522897,-0.14909478168264112,10.4921875
392.5848592964824,2024-02-04T11:31:40.514Z,-0.7550585729499467,-0.008519701810436636,-0.13099041533546327,10.4921875
397.61027638190956,2024-02-04T11:31:40.526Z,-0.7529286474973376,-0.013844515441959531,-0.10649627263045794,10.4921875
402.6356934673367,2024-02-04T11:31:40.537Z,-0.7476038338658147,-0.021299254526091587,-0.07880724174653887,10.4921875
407.66111055276383,2024-02-04T11:31:40.549Z,-0.7476038338658147,-0.027689030883919063,-0.05644302449414271,10.4921875
412.68652763819097,2024-02-04T11:31:40.561Z,-0.7465388711395101,-0.03514376996805112,-0.04472843450479233,10.4921875
417.7119447236181,2024-02-04T11:31:40.572Z,-0.7529286474973376,-0.042598509052183174,-0.04153354632587859,10.4921875
422.73736180904524,2024-02-04T11:31:40.584Z,-0.7550585729499467,-0.05005324813631523,-0.03514376996805112,10.4921875
427.7627788944724,2024-02-04T11:31:40.595Z,-0.7561235356762513,-0.058572949946751864,-0.024494142705005325,10.4921875
432.7881959798995,2024-02-04T11:31:40.607Z,-0.7529286474973376,-0.06815761448349308,-0.010649627263045794,10.4921875
437.81361306532665,2024-02-04T11:31:40.619Z,-0.7401490947816827,-0.07880724174653887,0.0010649627263045794,10.4921875
442.8390301507538,2024-02-04T11:31:40.630Z,-0.7209797657082002,-0.08200212992545261,0.007454739084132056,10.4921875
447.8644472361809,2024-02-04T11:31:40.642Z,-0.6996805111821086,-0.0777422790202343,0.010649627263045794,10.4921875
452.88986432160806,2024-02-04T11:31:40.654Z,-0.6751863684771033,-0.07348242811501597,0.006389776357827476,10.4921875
457.9152814070352,2024-02-04T11:31:40.665Z,-0.6485623003194888,-0.059637912673056445,0.003194888178913738,10.4921875
462.94069849246233,2024-02-04T11:31:40.677Z,-0.625133120340788,-0.04472843450479233,0.003194888178913738,10.4921875
467.96611557788947,2024-02-04T11:31:40.688Z,-0.6038338658146964,-0.026624068157614485,0.0010649627263045794,10.4921875
472.9915326633166,2024-02-04T11:31:40.700Z,-0.5846645367412141,-0.005324813631522897,0.005324813631522897,10.4921875
478.01694974874374,2024-02-04T11:31:40.712Z,-0.5676251331203408,0.01597444089456869,0.009584664536741214,10.4921875
483.0423668341709,2024-02-04T11:31:40.723Z,-0.5559105431309904,0.03301384451544196,0.013844515441959531,10.4921875
488.067783919598,2024-02-04T11:31:40.735Z,-0.5463258785942492,0.039403620873269436,0.02023429179978701,10.4921875
493.09320100502515,2024-02-04T11:31:40.746Z,-0.5410010649627263,0.039403620873269436,0.026624068157614485,10.4921875
498.1186180904523,2024-02-04T11:31:40.758Z,-0.5356762513312034,0.029818956336528223,0.0308839190628328,10.4921875
503.1440351758794,2024-02-04T11:31:40.770Z,-0.5260915867944622,0.013844515441959531,0.0362087326943557,10.4921875
508.16945226130656,2024-02-04T11:31:40.781Z,-0.5154419595314164,-0.005324813631522897,0.038338658146964855,10.4921875
513.1948693467336,2024-02-04T11:31:40.793Z,-0.4984025559105431,-0.026624068157614485,0.04046858359957402,10.4921875
518.2202864321607,2024-02-04T11:31:40.804Z,-0.47710330138445156,-0.05218317358892439,0.04579339723109691,10.4921875
