cts,date,Accelerometer [m/s2],acc1,acc2,temperature [°C]
80.385,2024-03-16T10:22:32.489Z,6.47242206235012,0.08393285371702638,9.501199040767386,11.55859375
85.41048979591838,2024-03-16T10:22:32.500Z,6.781774580335731,-0.2422062350119904,10.496402877697841,11.55859375
90.43597959183674,2024-03-16T10:22:32.512Z,7.211031175059952,-0.6235011990407674,11.249400479616307,11.55859375
95.4614693877551,2024-03-16T10:22:32.524Z,7.510791366906475,-0.9424460431654677,11.717026378896882,11.55859375
100.48695918367346,2024-03-16T10:22:32.536Z,7.652278177458034,-1.3117505995203838,12.035971223021583,11.55859375
105.51244897959182,2024-03-16T10:22:32.547Z,7.621103117505995,-1.5611510791366907,11.899280575539569,11.55859375
110.53793877551018,2024-03-16T10:22:32.559Z,7.199040767386091,-1.7817745803357314,11.386091127098322,11.55859375
115.56342857142855,2024-03-16T10:22:32.571Z,6.390887290167866,-1.9256594724220624,10.779376498800959,11.55859375
120.5889183673469,2024-03-16T10:22:32.583Z,5.299760191846523,-2.028776978417266,9.97841726618705,11.55859375
125.61440816326527,2024-03-16T10:22:32.595Z,4.215827338129497,-1.9952038369304557,9.112709832134293,11.55859375
130.63989795918363,2024-03-16T10:22:32.606Z,3.328537170263789,-2.0407673860911273,8.028776978417266,11.55859375
135.665387755102,2024-03-16T10:22:32.618Z,2.762589928057554,-1.870503597122302,6.92326139088729,11.55859375
140.69087755102035,2024-03-16T10:22:32.630Z,2.606714628297362,-1.8465227817745804,5.729016786570743,11.55859375
145.7163673469387,2024-03-16T10:22:32.642Z,2.5203836930455634,-1.8201438848920863,4.71462829736211,11.55859375
150.74185714285707,2024-03-16T10:22:32.653Z,2.628297362110312,-1.764988009592326,3.8872901678657072,11.55859375
155.76734693877543,2024-03-16T10:22:32.665Z,2.9016786570743407,-1.7386091127098322,3.067146282973621,11.55859375
160.7928367346938,2024-03-16T10:22:32.677Z,3.34052757793765,-1.7817745803357314,2.41726618705036,11.55859375
165.81832653061215,2024-03-16T10:22:32.689Z,3.841726618705036,-1.8369304556354915,1.6738609112709832,11.55859375
170.84381632653051,2024-03-16T10:22:32.701Z,4.357314148681056,-2,1.0287769784172662,11.55859375
175.86930612244888,2024-03-16T10:22:32.712Z,4.462829736211031,-2.0863309352517985,0.5491606714628298,11.55859375
180.89479591836724,2024-03-16T10:22:32.724Z,4.136690647482014,-2.2038369304556356,0.31654676258992803,11.55859375
185.9202857142856,2024-03-16T10:22:32.736Z,3.342925659472422,-2.2014388489208634,0.3333333333333333,11.55859375
190.94577551020396,2024-03-16T10:22:32.748Z,3.0983213429256593,-2.3453237410071943,0.26618705035971224,11.55859375
195.97126530612232,2024-03-16T10:22:32.760Z,3.513189448441247,-2.371702637889688,0.023980815347721823,11.55859375
200.99675510204068,2024-03-16T10:22:32.771Z,4.539568345323741,-2.2302158273381294,-0.09112709832134293,11.55859375
206.02224489795904,2024-03-16T10:22:32.783Z,5.616306954436451,-1.920863309352518,-0.08633093525179857,11.55859375
211.0477346938774,2024-03-16T10:22:32.795Z,6.719424460431655,-1.589928057553957,0.15587529976019185,11.55859375
216.07322448979576,2024-03-16T10:22:32.807Z,7.971223021582734,-1.1366906474820144,0.38609112709832133,11.55859375
221.09871428571412,2024-03-16T10:22:32.818Z,9.86810551558753,-0.86810551558753,0.5035971223021583,11.55859375
226.12420408163248,2024-03-16T10:22:32.830Z,12.115107913669064,-0.6810551558752997,0.434052757793765,11.55859375
231.14969387755085,2024-03-16T10:22:32.842Z,14.23021582733813,-0.4460431654676259,0.407673860911271,11.55859375
236.1751836734692,2024-03-16T10:22:32.854Z,15.877697841726619,-0.5563549160671463,0.3213429256594724,11.55859375
241.20067346938757,2024-03-16T10:22:32.866Z,16.50599520383693,-0.37410071942446044,0.8033573141486811,11.55859375
246.22616326530593,2024-03-16T10:22:32.877Z,15.601918465227818,0.3117505995203837,1.1175059952038369,11.55859375
251.2516530612243,2024-03-16T10:22:32.889Z,14.364508393285371,-0.2637889688249401,1.4124700239808154,11.55859375
256.2771428571427,2024-03-16T10:22:32.901Z,12.896882494004796,-0.6235011990407674,1.4700239808153477,11.55859375
261.30263265306104,2024-03-16T10:22:32.913Z,11.884892086330936,-0.6930455635491607,1.2997601918465227,11.55859375
