cts,date,Gyroscope [rad/s],1,2,temperature [°C]
80.385,2024-03-16T10:22:32.489Z,-0.329073482428115,1.0181043663471778,0.21512247071352503,11.55859375
85.41048979591838,2024-03-16T10:22:32.500Z,-0.3141640042598509,0.8945686900958466,0.2534611288604899,11.55859375
90.43597959183674,2024-03-16T10:22:32.512Z,-0.2992545260915868,0.7231096911608094,0.2790202342917998,11.55859375
95.4614693877551,2024-03-16T10:22:32.524Z,-0.28115015974440893,0.5143769968051118,0.28753993610223644,11.55859375
100.48695918367346,2024-03-16T10:22:32.536Z,-0.25878594249201275,0.28008519701810436,0.28115015974440893,11.55859375
105.51244897959182,2024-03-16T10:22:32.547Z,-0.23535676251331203,0.03194888178913738,0.2598509052183174,11.55859375
110.53793877551018,2024-03-16T10:22:32.559Z,-0.20979765708200213,-0.2161874334398296,0.22364217252396165,11.55859375
115.56342857142855,2024-03-16T10:22:32.571Z,-0.18423855165069222,-0.4579339723109691,0.1810436634717785,11.55859375
120.5889183673469,2024-03-16T10:22:32.583Z,-0.15867944621938232,-0.6805111821086262,0.13099041533546327,11.55859375
125.61440816326527,2024-03-16T10:22:32.595Z,-0.14057507987220447,-0.8807241746538871,0.07880724174653887,11.55859375
130.63989795918363,2024-03-16T10:22:32.606Z,-0.1235356762513312,-1.053248136315229,0.038338658146964855,11.55859375
135.665387755102,2024-03-16T10:22:32.618Z,-0.11182108626198083,-1.1970181043663473,-0.002129925452609159,11.55859375
140.69087755102035,2024-03-16T10:22:32.630Z,-0.10010649627263046,-1.3152289669861554,-0.0308839190628328,11.55859375
145.7163673469387,2024-03-16T10:22:32.642Z,-0.08945686900958466,-1.4004259850905219,-0.05750798722044728,11.55859375
150.74185714285707,2024-03-16T10:22:32.653Z,-0.08306709265175719,-1.4579339723109692,-0.0777422790202343,11.55859375
155.76734693877543,2024-03-16T10:22:32.665Z,-0.08093716719914804,-1.4845580404685836,-0.0979765708200213,11.55859375
160.7928367346938,2024-03-16T10:22:32.677Z,-0.08093716719914804,-1.478168264110756,-0.11182108626198083,11.55859375
165.81832653061215,2024-03-16T10:22:32.689Z,-0.08200212992545261,-1.4536741214057507,-0.12779552715654952,11.55859375
170.84381632653051,2024-03-16T10:22:32.701Z,-0.08626198083067092,-1.4046858359957402,-0.14270500532481364,11.55859375
175.86930612244888,2024-03-16T10:22:32.712Z,-0.09584664536741214,-1.334398296059638,-0.16187433439829607,11.55859375
180.89479591836724,2024-03-16T10:22:32.724Z,-0.10649627263045794,-1.2513312034078807,-0.18849840255591055,11.55859375
185.9202857142856,2024-03-16T10:22:32.736Z,-0.12140575079872204,-1.1586794462193823,-0.22257720979765708,11.55859375
190.94577551020396,2024-03-16T10:22:32.748Z,-0.13631522896698617,-1.06283280085197,-0.25559105431309903,11.55859375
195.97126530612232,2024-03-16T10:22:32.760Z,-0.15654952076677317,-0.9733759318423855,-0.2992545260915868,11.55859375
200.99675510204068,2024-03-16T10:22:32.771Z,-0.1757188498402556,-0.8935037273695421,-0.3450479233226837,11.55859375
206.02224489795904,2024-03-16T10:22:32.783Z,-0.19275825346112885,-0.8274760383386581,-0.3844515441959531,11.55859375
211.0477346938774,2024-03-16T10:22:32.795Z,-0.20979765708200213,-0.7603833865814696,-0.4110756123535676,11.55859375
216.07322448979576,2024-03-16T10:22:32.807Z,-0.22470713525026625,-0.6932907348242812,-0.43130990415335463,11.55859375
221.09871428571412,2024-03-16T10:22:32.818Z,-0.2321618743343983,-0.6230031948881789,-0.4355697550585729,11.55859375
226.12420408163248,2024-03-16T10:22:32.830Z,-0.2374866879659212,-0.5601703940362087,-0.43450479233226835,11.55859375
231.14969387755085,2024-03-16T10:22:32.842Z,-0.24387646432374868,-0.4941427050053248,-0.422790202342918,11.55859375
236.1751836734692,2024-03-16T10:22:32.854Z,-0.2470713525026624,-0.41959531416400425,-0.3993610223642173,11.55859375
241.20067346938757,2024-03-16T10:22:32.866Z,-0.25878594249201275,-0.329073482428115,-0.3887113951011715,11.55859375
246.22616326530593,2024-03-16T10:22:32.877Z,-0.2641107561235357,-0.2364217252396166,-0.3972310969116081,11.55859375
251.2516530612243,2024-03-16T10:22:32.889Z,-0.2523961661341853,-0.13738019169329074,-0.37273695420660274,11.55859375
256.2771428571427,2024-03-16T10:22:32.901Z,-0.24813631522896698,-0.059637912673056445,-0.3769968051118211,11.55859375
261.30263265306104,2024-03-16T10:22:32.913Z,-0.2523961661341853,0.003194888178913738,-0.4014909478168264,11.55859375
